Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,James Harden,33.0,11,11,427,72,183,0.393,31,82,0.378,41,101,0.406,0.478,48,55,0.873,6,62,68,91,20,4,35,28,223,0,
2.0,Tyrese Maxey,22.0,11,11,423,82,192,0.427,34,85,0.4,48,107,0.449,0.516,28,31,0.903,9,44,53,25,15,5,8,26,226,0,
3.0,Tobias Harris,30.0,11,11,392,70,134,0.522,15,41,0.366,55,93,0.591,0.578,13,15,0.867,17,63,80,18,7,6,8,28,168,0,
4.0,Joel Embiid,28.0,9,9,336,66,153,0.431,5,28,0.179,61,125,0.488,0.448,76,84,0.905,16,72,88,24,6,25,35,27,213,0,
5.0,P.J. Tucker,37.0,11,11,294,19,51,0.373,14,40,0.35,5,11,0.455,0.51,2,3,0.667,18,32,50,16,13,3,5,28,54,0,
6.0,De'Anthony Melton,24.0,11,0,274,31,81,0.383,19,49,0.388,12,32,0.375,0.5,6,8,0.75,14,22,36,18,13,9,8,20,87,0,
7.0,Georges Niang,29.0,11,0,157,18,36,0.5,12,26,0.462,6,10,0.6,0.667,0,0,,0,4,4,2,0,2,5,16,48,0,
8.0,Paul Reed,23.0,11,2,157,22,38,0.579,0,0,,22,38,0.579,0.579,7,7,1.0,27,33,60,7,6,4,6,15,51,0,
9.0,Jalen McDaniels,25.0,8,0,102,8,20,0.4,3,9,0.333,5,11,0.455,0.475,0,0,,3,13,16,5,1,0,3,8,19,0,
10.0,Danuel House Jr.,29.0,7,0,42,9,21,0.429,1,10,0.1,8,11,0.727,0.452,1,1,1.0,0,12,12,1,0,0,1,4,20,0,
11.0,Shake Milton,26.0,6,0,21,3,5,0.6,0,1,0.0,3,4,0.75,0.6,2,2,1.0,0,3,3,2,2,0,1,3,8,0,
12.0,Jaden Springer,20.0,4,0,17,4,4,1.0,0,0,,4,4,1.0,1.0,1,2,0.5,0,0,0,0,1,0,1,2,9,0,
13.0,Furkan Korkmaz,25.0,3,0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,2,2,1.0,0,1,1,1,0,0,1,0,2,0,
14.0,Montrezl Harrell,29.0,2,0,7,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,
15.0,Dewayne Dedmon,33.0,1,0,5,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,1,1,0,0,
,Team Totals,,11,11,2665,404,924,0.437,134,373,0.359,270,551,0.49,0.51,186,210,0.886,110,363,473,210,84,58,118,206,1128,0,
