Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Dewayne Dedmon,33.0,C,1,0,5,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,258,
2.0,Joel Embiid,28.0,C,9,9,336,0.431,0.488,0.179,0.448,0.905,0.561,0.549,0.183,91,89.0,50.0,82,116.0,96,206,47,
3.0,James Harden,33.0,PG,11,11,427,0.393,0.406,0.378,0.478,0.873,0.538,0.301,0.448,83,74.0,105.0,88,112.0,93,113,116,
4.0,Montrezl Harrell,29.0,C,2,0,7,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0.0,,0,,0,0,0,
5.0,Tobias Harris,30.0,SF,11,11,392,0.522,0.591,0.366,0.578,0.867,0.597,0.112,0.306,110,108.0,101.0,106,111.0,103,42,79,
6.0,Danuel House Jr.,29.0,SF,7,0,42,0.429,0.727,0.1,0.452,1.0,0.466,0.048,0.476,90,133.0,28.0,83,128.0,80,18,123,
7.0,Furkan Korkmaz,25.0,SG,3,0,11,0.0,0.0,0.0,0.0,1.0,0.347,1.0,0.5,0,0.0,0.0,0,128.0,60,375,129,
8.0,Tyrese Maxey,22.0,SG,11,11,423,0.427,0.449,0.4,0.516,0.903,0.55,0.161,0.443,90,82.0,111.0,95,116.0,95,61,114,
9.0,Jalen McDaniels,25.0,SF,8,0,102,0.4,0.455,0.333,0.475,,0.475,0.0,0.45,84,83.0,92.0,87,,82,0,116,
10.0,De'Anthony Melton,24.0,SG,11,0,274,0.383,0.375,0.388,0.5,0.75,0.515,0.099,0.605,81,68.0,107.0,92,96.0,89,37,156,
11.0,Shake Milton,26.0,SG,6,0,21,0.6,0.75,0.0,0.6,1.0,0.68,0.4,0.2,126,137.0,0.0,110,128.0,117,150,52,
12.0,Georges Niang,29.0,PF,11,0,157,0.5,0.6,0.462,0.667,,0.667,0.0,0.722,105,110.0,128.0,122,,115,0,186,
13.0,Paul Reed,23.0,C,11,2,157,0.579,0.579,,0.579,1.0,0.621,0.184,0.0,122,106.0,,106,128.0,107,69,0,
14.0,Jaden Springer,20.0,SG,4,0,17,1.0,1.0,,1.0,0.5,0.922,0.5,0.0,210,183.0,,183,64.0,159,188,0,
15.0,P.J. Tucker,37.0,PF,11,11,294,0.373,0.455,0.35,0.51,0.667,0.516,0.059,0.784,78,83.0,97.0,93,85.0,89,22,202,
,Team Totals,,,11,11,2665,0.437,0.49,0.359,0.51,0.886,0.555,0.227,0.404,92,89.0,100.0,93,113.0,95,85,104,
