Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,James Harden,33,PG,11,11,427,6.1,15.4,0.393,2.6,6.9,0.378,3.5,8.5,0.406,0.478,4.0,4.6,0.873,0.5,5.2,5.7,7.7,1.7,0.3,3.0,2.4,18.8,
2,Tyrese Maxey,22,SG,11,11,423,7.0,16.3,0.427,2.9,7.2,0.4,4.1,9.1,0.449,0.516,2.4,2.6,0.903,0.8,3.7,4.5,2.1,1.3,0.4,0.7,2.2,19.2,
3,Tobias Harris,30,SF,11,11,392,6.4,12.3,0.522,1.4,3.8,0.366,5.1,8.5,0.591,0.578,1.2,1.4,0.867,1.6,5.8,7.3,1.7,0.6,0.6,0.7,2.6,15.4,
4,Joel Embiid,28,C,9,9,336,7.1,16.4,0.431,0.5,3.0,0.179,6.5,13.4,0.488,0.448,8.1,9.0,0.905,1.7,7.7,9.4,2.6,0.6,2.7,3.7,2.9,22.8,
5,P.J. Tucker,37,PF,11,11,294,2.3,6.2,0.373,1.7,4.9,0.35,0.6,1.3,0.455,0.51,0.2,0.4,0.667,2.2,3.9,6.1,2.0,1.6,0.4,0.6,3.4,6.6,
6,De'Anthony Melton,24,SG,11,0,274,4.1,10.6,0.383,2.5,6.4,0.388,1.6,4.2,0.375,0.5,0.8,1.1,0.75,1.8,2.9,4.7,2.4,1.7,1.2,1.1,2.6,11.4,
7,Georges Niang,29,PF,11,0,157,4.1,8.3,0.5,2.8,6.0,0.462,1.4,2.3,0.6,0.667,0.0,0.0,,0.0,0.9,0.9,0.5,0.0,0.5,1.1,3.7,11.0,
8,Paul Reed,23,C,11,2,157,5.0,8.7,0.579,0.0,0.0,,5.0,8.7,0.579,0.579,1.6,1.6,1.0,6.2,7.6,13.8,1.6,1.4,0.9,1.4,3.4,11.7,
9,Jalen McDaniels,25,SF,8,0,102,2.8,7.1,0.4,1.1,3.2,0.333,1.8,3.9,0.455,0.475,0.0,0.0,,1.1,4.6,5.6,1.8,0.4,0.0,1.1,2.8,6.7,
10,Danuel House Jr.,29,SF,7,0,42,7.7,18.0,0.429,0.9,8.6,0.1,6.9,9.4,0.727,0.452,0.9,0.9,1.0,0.0,10.3,10.3,0.9,0.0,0.0,0.9,3.4,17.1,
11,Shake Milton,26,SG,6,0,21,5.1,8.6,0.6,0.0,1.7,0.0,5.1,6.9,0.75,0.6,3.4,3.4,1.0,0.0,5.1,5.1,3.4,3.4,0.0,1.7,5.1,13.7,
12,Jaden Springer,20,SG,4,0,17,8.5,8.5,1.0,0.0,0.0,,8.5,8.5,1.0,1.0,2.1,4.2,0.5,0.0,0.0,0.0,0.0,2.1,0.0,2.1,4.2,19.1,
13,Furkan Korkmaz,25,SG,3,0,11,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,6.5,6.5,1.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,0.0,6.5,
14,Montrezl Harrell,29,C,2,0,7,0.0,15.4,0.0,0.0,0.0,,0.0,15.4,0.0,0.0,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,
15,Dewayne Dedmon,33,C,1,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,7.2,7.2,0.0,
