Rk,Unnamed: 1,Salary
1,James Harden,"$44,310,840"
2,Tobias Harris,"$35,995,950"
3,Joel Embiid,"$31,579,390"
4,Danny Green,"$10,000,000"
5,Furkan Korkmaz,"$4,629,630"
6,Georges Niang,"$3,300,000"
7,Matisse Thybulle,"$2,840,160"
8,Paul Millsap,"$2,641,691"
9,Tyrese Maxey,"$2,602,920"
10,Jaden Springer,"$2,023,680"
11,Shake Milton,"$1,846,738"
12,Paul Reed,"$1,517,981"
13,Isaiah Joe,"$1,517,981"
14,George Hill,"$1,275,491"
15,Charles Bassey,"$925,258"
16,DeAndre Jordan,"$592,103"
17,Tyler Johnson,"$128,709"
18,Willie Cauley-Stein,"$120,083"
19,Charlie Brown,"$95,930"
20,Braxton Key,"$53,176"
21,Grant Riller,$0
22,Myles Powell,$0
23,Aaron Henry,$0
24,Rayjon Tucker,$0
