Rk,Unnamed: 1,Salary
1,Russell Westbrook,"$44,211,146"
2,LeBron James,"$41,180,544"
3,Anthony Davis,"$35,361,360"
4,Talen Horton-Tucker,"$9,500,000"
5,Kendrick Nunn,"$5,000,000"
6,Luol Deng,"$5,000,000"
7,Dwight Howard,"$2,641,691"
8,DeAndre Jordan,"$2,641,691"
9,Carmelo Anthony,"$2,641,691"
10,Wayne Ellington,"$2,641,691"
11,Avery Bradley,"$2,641,691"
12,Trevor Ariza,"$2,641,691"
13,Kent Bazemore,"$2,401,537"
14,Malik Monk,"$1,789,256"
15,Stanley Johnson,"$1,248,865"
16,Austin Reaves,"$925,258"
17,D.J. Augustin,"$622,467"
18,Darren Collison,"$151,821"
19,Isaiah Thomas,"$138,019"
20,Jemerrio Jones,"$85,578"
21,Wenyen Gabriel,"$29,814"
22,Sekou Doumbouya,$0
23,Chaundee Brown,$0
24,Jay Huff,$0
25,Mason Jones,$0
26,Mac McClung,$0
