unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Tyrese Maxey,39:16,14,26,.538,6,10,.600,5,5,1.000,0,5,5,5,1,3,4,2,39,29.7,+3,True,,PHI,CHI,CHI,PHI,False,True,c8512ab5d875648bbeae87d588f74b6496f34f9c,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
VJ Edgecombe,37:43,4,12,.333,2,3,.667,2,2,1.000,5,6,11,4,2,0,2,3,12,12.1,-5,True,,PHI,CHI,CHI,PHI,False,True,bfc35e460d820a3b77f85df94beb18d8439da492,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Kelly Oubre Jr.,32:37,7,11,.636,2,4,.500,2,2,1.000,0,3,3,2,2,2,1,4,18,16.2,+2,True,,PHI,CHI,CHI,PHI,False,True,d15031f677e6445aa74ba959bba1e46e958e676a,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Joel Embiid,25:33,7,21,.333,1,6,.167,5,6,.833,2,4,6,2,3,4,3,2,20,13.7,+1,True,,PHI,CHI,CHI,PHI,False,True,5c02595075e2bd65e2d0eec53bf2dda47e22211f,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Jabari Walker,18:42,1,3,.333,0,0,,0,1,.000,2,1,3,1,0,0,0,1,2,1.9,+8,True,,PHI,CHI,CHI,PHI,False,True,a8477b80afd882226ec87de0e2c8c0ded23f9fc7,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,PHI,CHI,CHI,PHI,False,True,a6c0115af0898dba1247f1d205583969478a1ecb,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Quentin Grimes,29:34,4,11,.364,0,5,.000,2,3,.667,1,2,3,4,4,1,4,2,10,7.5,-13,True,,PHI,CHI,CHI,PHI,False,True,aa056419aad71c0813ec8baea6238e3d09e73b74,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Adem Bona,22:27,1,2,.500,0,0,,0,0,,2,2,4,0,0,1,0,1,2,3.3,-3,True,,PHI,CHI,CHI,PHI,False,True,76d512ac2ff6f3b356b803de3b0c57aa5511f1d5,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Trendon Watford,18:59,2,4,.500,0,0,,4,5,.800,0,4,4,2,0,0,2,4,8,4.6,+2,True,,PHI,CHI,CHI,PHI,False,True,5c1ab80cb54d481087e08088e6cc29df7f2a89de,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
Jared McCain,15:09,0,4,.000,0,2,.000,0,0,,0,1,1,2,0,0,0,2,0,-1.9,-5,True,,PHI,CHI,CHI,PHI,False,True,72c615969f466a8a3c1623ea9dc5b34c8e308d6f,202511040CHI,"Philadelphia 76ers at Chicago Bulls Box Score, November 4, 2025",2026-01-20T13:52:23.252116,box-PHI-game-basic
