unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Darius Garland,33:12,13,27,.481,6,12,.500,3,3,1.000,1,1,2,8,1,0,4,1,35,24.5,+3,True,,CLE,CHI,CLE,CHI,True,False,bf15840af3d9e60bb86324f9ba5dadff28f1f378,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Jarrett Allen,29:45,6,9,.667,0,0,,2,2,1.000,4,8,12,5,2,1,1,2,14,19.7,-8,True,,CLE,CHI,CLE,CHI,True,False,e4502d1fbe5f7e877ff3f3c2a56d0f425d148daf,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Dean Wade,27:53,1,4,.250,0,2,.000,0,0,,0,5,5,1,0,0,0,0,2,1.8,-11,True,,CLE,CHI,CLE,CHI,True,False,8891275fca1f64cde661af605a680ea9c2858ac0,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Tyrese Proctor,26:52,6,15,.400,3,8,.375,1,2,.500,1,5,6,3,1,0,1,0,16,11.8,-10,True,,CLE,CHI,CLE,CHI,True,False,5e081d7da0da10ae9faa3560921c0cd4012ddf4d,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Jaylon Tyson,25:45,4,10,.400,0,3,.000,1,1,1.000,1,4,5,1,1,0,5,3,9,1.0,-1,True,,CLE,CHI,CLE,CHI,True,False,12a43eb1419aee82aae2669c3f819fd530cc7a3b,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,CLE,CHI,CLE,CHI,True,False,36be240f625b63a48e016e7c7997f9b15064833d,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Lonzo Ball,28:06,3,4,.750,1,2,.500,1,2,.500,2,1,3,8,2,0,1,2,8,13.5,-11,True,,CLE,CHI,CLE,CHI,True,False,0636e96c0e70629df1f70cedf58b0644f4527eb3,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
De'Andre Hunter,25:47,3,10,.300,1,4,.250,4,5,.800,1,2,3,1,0,0,1,5,11,3.8,-13,True,,CLE,CHI,CLE,CHI,True,False,8bcbf8aaf1b56cb6b7b2c41df7cc4f78513522b4,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Nae'Qwan Tomlin,20:55,6,14,.429,2,5,.400,1,2,.500,1,2,3,2,1,0,1,1,15,9.5,-2,True,,CLE,CHI,CLE,CHI,True,False,e61be8569549db8057e5d8272b03c31e06a55a1b,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Thomas Bryant,16:06,4,6,.667,1,3,.333,2,2,1.000,1,3,4,2,1,0,0,2,11,11.6,+1,True,,CLE,CHI,CLE,CHI,True,False,d26c480ad4864cb4644442cece4ae250fa427301,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Luke Travers,5:39,2,2,1.000,0,0,,0,0,,1,2,3,0,1,0,1,1,4,4.3,-3,True,,CLE,CHI,CLE,CHI,True,False,1f7a17f182bf40b66ff7fee4aad6902b38f2df0e,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Donovan Mitchell,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,CLE,CHI,CLE,CHI,True,False,d5c196587025881126398336c208eab4e563262c,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Craig Porter Jr.,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,False,coach_decision,CLE,CHI,CLE,CHI,True,False,e5dd9f15909d9afaaabc77dc4a68fb230ef47ed0,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
Team Totals,240,48,101,.475,14,39,.359,15,19,.789,13,33,46,31,10,1,15,17,125,,,True,,CLE,CHI,CLE,CHI,True,False,f25d9d47af2331b2c5cc316e491d85fc2706475d,202512190CLE,"Chicago Bulls at Cleveland Cavaliers Box Score, December 19, 2025",2026-01-20T14:26:55.289876,box-CLE-game-basic
