Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Kentavious Caldwell-Pope,28,77,77,2329,7.7,17.6,0.435,3.4,8.7,0.39,4.3,8.9,0.48,0.531,2.9,3.3,0.89,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3.0,21.6,109.0,116,
2,Kyle Kuzma,26,66,66,2204,9.5,21.0,0.452,2.9,8.4,0.341,6.6,12.6,0.526,0.52,3.5,4.9,0.712,1.6,11.0,12.6,5.2,0.9,1.3,3.8,2.9,25.4,103.0,113,
3,Deni Avdija,21,82,8,1984,6.2,14.4,0.432,2.0,6.5,0.317,4.2,8.0,0.525,0.503,2.6,3.4,0.757,1.3,9.3,10.6,4.2,1.5,1.1,2.2,4.7,17.1,106.0,113,
4,Corey Kispert,22,77,36,1801,6.4,14.1,0.455,3.1,8.8,0.35,3.4,5.3,0.629,0.564,1.5,1.7,0.871,1.5,4.3,5.7,2.3,1.0,0.6,1.4,2.6,17.4,114.0,118,
5,Daniel Gafford,23,72,53,1444,9.8,14.1,0.693,0.0,0.0,0.0,9.8,14.0,0.695,0.693,3.7,5.2,0.699,5.3,8.6,13.9,2.3,1.0,3.4,2.2,5.8,23.2,134.0,111,
6,Bradley Beal,28,40,40,1439,12.0,26.5,0.451,2.2,7.2,0.3,9.8,19.3,0.508,0.492,5.8,7.0,0.833,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,106.0,117,
7,Raul Neto,29,70,19,1372,7.4,15.9,0.463,1.3,4.3,0.292,6.1,11.6,0.526,0.502,3.0,3.9,0.769,0.5,4.4,4.8,7.8,2.0,0.1,2.8,3.7,19.0,108.0,116,
8,Spencer Dinwiddie,28,44,44,1330,6.9,18.3,0.376,2.6,8.4,0.31,4.3,9.9,0.432,0.447,4.3,5.3,0.811,1.3,6.4,7.7,9.5,1.0,0.3,2.7,4.0,20.7,109.0,117,
9,Montrezl Harrell,28,46,3,1117,10.9,17.0,0.645,0.2,0.7,0.267,10.8,16.3,0.66,0.65,6.6,9.1,0.727,4.3,9.4,13.7,4.3,0.8,1.4,2.2,3.9,28.7,134.0,114,6MOY-9
10,Rui Hachimura,23,42,13,943,9.8,20.0,0.491,2.9,6.5,0.447,6.9,13.5,0.512,0.563,2.4,3.5,0.697,1.3,7.1,8.4,2.5,1.2,0.5,1.7,2.8,24.9,111.0,116,
11,Aaron Holiday,25,41,14,663,7.5,16.0,0.467,1.7,5.0,0.343,5.7,11.0,0.524,0.521,2.1,2.6,0.8,0.7,4.3,5.0,5.8,1.8,0.7,2.9,4.5,18.7,105.0,116,
12,Ish Smith,33,28,0,615,9.0,19.7,0.457,1.2,3.4,0.357,7.8,16.3,0.478,0.488,0.2,0.4,0.6,1.1,5.5,6.7,11.7,2.2,1.0,3.4,3.5,19.5,105.0,114,
13,Dāvis Bertāns,29,34,0,501,5.9,16.9,0.351,4.5,14.2,0.319,1.4,2.7,0.519,0.485,2.8,3.0,0.933,0.6,5.4,6.0,1.6,1.1,0.6,1.4,5.4,19.2,103.0,117,
14,Kristaps Porziņģis,26,17,17,479,12.7,26.7,0.475,3.0,8.2,0.367,9.7,18.6,0.522,0.531,10.4,12.0,0.871,3.9,11.6,15.5,5.2,1.2,2.6,2.9,5.1,38.8,122.0,110,
15,Anthony Gill,29,44,0,463,6.6,11.6,0.569,1.5,2.8,0.538,5.1,8.9,0.578,0.633,4.5,5.6,0.808,3.5,5.6,9.1,2.9,0.5,1.2,1.9,6.2,19.2,132.0,117,
16,Thomas Bryant,24,27,9,439,8.7,16.7,0.52,1.4,4.7,0.286,7.3,11.9,0.613,0.561,3.9,4.5,0.875,2.9,9.2,12.2,2.6,0.7,2.4,2.1,4.8,22.6,118.0,113,
17,Tomáš Satoranský,30,22,10,416,4.8,10.0,0.476,0.7,2.6,0.273,4.0,7.4,0.548,0.512,2.5,3.0,0.84,1.1,6.2,7.3,12.8,1.8,0.5,2.7,4.5,12.7,123.0,115,
18,Isaiah Todd,20,12,0,74,4.7,17.4,0.269,2.7,10.7,0.25,2.0,6.7,0.3,0.346,1.3,4.0,0.333,2.0,6.0,8.0,2.7,2.7,1.3,2.7,2.7,13.4,74.0,112,
19,Cassius Winston,23,7,0,39,5.1,14.0,0.364,2.5,7.6,0.333,2.5,6.3,0.4,0.455,5.1,5.1,1.0,0.0,1.3,1.3,8.9,0.0,0.0,3.8,11.4,17.8,107.0,122,
20,Jordan Schakel,23,4,0,30,1.6,18.1,0.091,1.6,9.9,0.167,0.0,8.2,0.0,0.136,3.3,3.3,1.0,3.3,9.9,13.2,0.0,1.6,0.0,1.6,0.0,8.2,55.0,114,
