Rk,Unnamed: 1,Salary
1,Bradley Beal,"$33,724,200"
2,Kristaps Porziņģis,"$31,650,600"
3,Kentavious Caldwell-Pope,"$13,038,862"
4,Kyle Kuzma,"$13,000,000"
5,Thomas Bryant,"$8,666,667"
6,Rui Hachimura,"$4,916,160"
7,Deni Avdija,"$4,692,840"
8,Ish Smith,"$4,500,000"
9,Corey Kispert,"$3,383,640"
10,Raul Neto,"$2,089,448"
11,Daniel Gafford,"$1,782,621"
12,Anthony Gill,"$1,517,981"
13,Vernon Carey,"$1,517,981"
14,Isaiah Todd,"$1,500,000"
15,Tomáš Satoranský,"$468,119"
16,Greg Monroe,"$138,019"
17,Alize Johnson,"$99,380"
18,Brad Wanamaker,"$99,380"
19,Tremont Waters,"$95,930"
20,Jordan Goodwin,"$53,176"
21,Jaime Echenique,"$53,176"
22,Jordan Schakel,"$53,176"
23,Craig Sword,"$53,176"
24,Cassius Winston,$0
25,Joel Ayayi,$0
