Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Khris Middleton,29,68,68,2269,10.6,22.2,0.476,3.1,7.6,0.414,7.5,14.7,0.508,0.546,4.4,4.9,0.898,1.1,7.3,8.4,7.7,1.5,0.2,3.7,3.3,28.7,116,113,
2,Giannis Antetokounmpo,26,61,61,2013,14.6,25.7,0.569,1.6,5.2,0.303,13.0,20.5,0.636,0.6,9.3,13.6,0.685,2.3,13.4,15.7,8.3,1.7,1.7,4.8,3.9,40.1,122,107,"MVP-4,DPOY-5,AS,NBA1,DEF1"
3,Jrue Holiday,30,59,56,1907,10.2,20.3,0.503,2.7,7.0,0.392,7.5,13.3,0.561,0.57,2.6,3.3,0.787,1.8,4.8,6.6,8.8,2.4,0.9,3.1,2.4,25.8,121,111,"DPOY-8,DEF1"
4,Brook Lopez,32,70,70,1902,8.0,15.8,0.503,2.3,6.9,0.338,5.6,8.9,0.632,0.577,3.0,3.5,0.845,2.6,6.0,8.6,1.2,1.0,2.5,1.6,3.7,21.2,121,111,
5,Donte DiVincenzo,24,66,66,1814,6.5,15.6,0.42,3.4,9.0,0.379,3.2,6.7,0.475,0.528,1.3,1.8,0.718,2.1,7.7,9.8,5.3,1.9,0.4,2.4,2.9,17.8,112,112,
6,Pat Connaughton,28,69,4,1575,5.0,11.5,0.434,3.0,8.1,0.371,2.0,3.4,0.583,0.565,0.9,1.2,0.775,1.9,8.0,9.9,2.4,1.5,0.7,1.0,3.0,14.0,121,112,
7,Bobby Portis,25,66,7,1372,10.7,20.5,0.523,2.5,5.4,0.471,8.2,15.1,0.542,0.585,1.8,2.5,0.74,4.2,11.7,16.0,2.4,1.8,0.9,1.9,3.9,25.8,121,109,6MOY-9
8,Bryn Forbes,27,70,10,1354,8.7,18.3,0.473,5.3,11.8,0.452,3.3,6.5,0.511,0.618,1.6,2.1,0.77,0.4,3.5,3.9,1.6,0.8,0.0,1.5,2.7,24.3,119,117,
9,D.J. Augustin,33,37,6,713,4.7,12.6,0.37,3.2,8.5,0.38,1.4,4.1,0.349,0.497,2.4,2.6,0.9,0.7,2.6,3.3,7.2,1.3,0.1,2.2,2.2,15.0,115,116,
10,Thanasis Antetokounmpo,28,57,3,551,5.7,11.7,0.489,0.6,2.5,0.241,5.1,9.2,0.556,0.515,2.1,4.2,0.51,4.6,6.0,10.6,3.9,1.9,0.9,3.7,6.3,14.1,104,112,
11,P.J. Tucker,35,20,1,397,2.1,5.4,0.391,1.5,3.9,0.394,0.6,1.5,0.385,0.533,0.4,0.6,0.6,2.1,4.5,6.6,1.9,1.2,0.2,0.8,4.0,6.2,120,115,
12,Jeff Teague,32,21,2,334,6.3,13.5,0.469,1.4,3.7,0.385,4.9,9.8,0.5,0.521,5.3,6.2,0.864,0.7,3.7,4.4,8.3,1.1,0.7,3.5,1.8,19.4,118,115,
13,Jordan Nwora,22,30,2,274,10.6,23.1,0.459,4.8,10.6,0.452,5.8,12.5,0.466,0.563,3.3,4.3,0.76,1.5,8.7,10.3,1.2,2.7,1.2,4.1,3.8,29.3,102,108,
14,Sam Merrill,24,30,2,233,6.4,14.5,0.444,4.2,9.5,0.447,2.2,5.0,0.44,0.59,0.8,0.8,1.0,1.2,4.8,6.0,4.2,1.6,0.2,2.0,3.4,17.9,118,114,
15,Torrey Craig,30,18,0,201,4.2,10.7,0.391,1.9,5.1,0.364,2.3,5.6,0.417,0.478,0.2,0.5,0.5,3.0,7.0,10.0,3.7,2.1,1.6,1.2,5.6,10.5,113,109,
16,Mamadi Diakite,24,14,1,141,5.3,13.3,0.4,0.3,2.7,0.125,5.0,10.7,0.469,0.413,3.7,4.7,0.786,2.7,8.7,11.3,2.7,2.3,2.0,1.0,5.3,14.7,110,108,
17,D.J. Wilson,24,12,0,105,7.2,19.2,0.372,4.5,12.5,0.357,2.7,6.7,0.4,0.488,0.4,0.9,0.5,1.3,9.8,11.2,1.3,0.4,1.8,1.8,5.8,19.2,97,112,
18,Axel Toupane,28,8,1,61,3.1,8.5,0.364,0.8,1.5,0.5,2.3,6.9,0.333,0.409,3.8,5.4,0.714,0.0,4.6,4.6,3.1,1.5,2.3,0.0,4.6,10.8,119,111,
19,Rodions Kurucs,22,5,0,34,6.9,11.1,0.625,4.1,5.5,0.75,2.8,5.5,0.5,0.813,2.8,2.8,1.0,4.1,8.3,12.4,5.5,4.1,0.0,5.5,11.1,20.7,127,106,
20,Justin Jackson,25,1,0,33,4.3,12.8,0.333,2.8,8.5,0.333,1.4,4.3,0.333,0.444,1.4,2.8,0.5,2.8,5.7,8.5,1.4,0.0,0.0,1.4,1.4,12.8,99,118,
21,Elijah Bryant,25,1,0,32,8.8,19.1,0.462,1.5,7.3,0.2,7.3,11.7,0.625,0.5,4.4,4.4,1.0,2.9,5.9,8.8,4.4,0.0,1.5,5.9,5.9,23.5,100,115,
22,Jaylen Adams,24,7,0,18,2.6,20.9,0.125,0.0,5.2,0.0,2.6,15.7,0.167,0.125,0.0,0.0,,0.0,7.8,7.8,5.2,0.0,0.0,0.0,2.6,5.2,45,116,
