Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Giannis Antetokounmpo,26.0,PF,21,21,800,0.569,0.642,0.186,0.584,0.587,0.599,0.469,0.159,122,121,51.0,109,76.0,105,190,41,Finals MVP-1
2.0,Thanasis Antetokounmpo,28.0,SF,13,0,45,0.286,0.286,,0.286,0.833,0.467,0.857,0.0,61,54,,53,107.0,82,347,0,
3.0,Elijah Bryant,25.0,SG,11,0,50,0.35,0.583,0.0,0.35,,0.35,0.0,0.4,75,110,0.0,65,,61,0,102,
4.0,Pat Connaughton,28.0,SG,23,1,546,0.462,0.75,0.389,0.618,0.846,0.633,0.109,0.798,99,141,106.0,115,109.0,111,44,204,
5.0,Mamadi Diakite,24.0,PF,7,0,35,0.2,0.125,0.5,0.25,1.0,0.322,0.2,0.2,43,24,136.0,46,129.0,56,81,51,
6.0,Donte DiVincenzo,24.0,SG,3,3,70,0.188,0.25,0.167,0.25,,0.25,0.0,0.75,40,47,45.0,46,,44,0,191,
7.0,Bryn Forbes,27.0,SG,20,0,273,0.411,0.565,0.371,0.558,0.75,0.567,0.071,0.795,88,107,101.0,104,96.0,99,29,203,
8.0,Jrue Holiday,30.0,PG,23,23,912,0.406,0.466,0.303,0.461,0.714,0.482,0.144,0.365,87,88,83.0,86,92.0,84,58,93,
9.0,Justin Jackson,25.0,SF,5,0,15,0.6,1.0,0.0,0.6,,0.6,0.0,0.4,129,189,0.0,112,,105,0,102,
10.0,Brook Lopez,32.0,C,23,23,667,0.548,0.662,0.319,0.601,0.86,0.632,0.198,0.332,118,125,87.0,112,111.0,110,80,85,
11.0,Sam Merrill,24.0,SG,8,0,30,0.286,0.5,0.2,0.357,,0.357,0.0,0.714,61,94,55.0,66,,62,0,182,
12.0,Khris Middleton,29.0,SF,23,23,922,0.438,0.498,0.343,0.504,0.887,0.548,0.215,0.387,94,94,94.0,94,114.0,96,87,99,
13.0,Jordan Nwora,22.0,SF,5,0,31,0.222,0.2,0.25,0.278,0.714,0.356,0.389,0.444,48,38,68.0,52,92.0,62,158,113,
14.0,Bobby Portis,25.0,C,20,2,366,0.464,0.525,0.346,0.523,0.72,0.543,0.166,0.344,99,99,94.0,97,93.0,95,67,88,
15.0,Jeff Teague,32.0,PG,16,0,119,0.29,0.2,0.455,0.371,0.818,0.446,0.355,0.355,62,38,124.0,69,105.0,78,144,91,
16.0,Axel Toupane,28.0,SF,4,0,10,0.5,0.5,0.5,0.625,,0.625,0.0,0.5,107,94,136.0,116,,109,0,128,
17.0,P.J. Tucker,35.0,PF,23,19,681,0.388,0.487,0.322,0.485,0.75,0.491,0.041,0.602,83,92,88.0,90,96.0,86,17,154,
,Team Totals,,,23,23,5572,0.462,0.55,0.321,0.524,0.718,0.55,0.228,0.384,99,104,88.0,97,92.0,96,92,98,
