Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Khris Middleton,29.0,SF,23,23,40.1,8.6,19.7,0.438,2.6,7.6,0.343,6.0,12.0,0.498,0.504,3.7,4.2,0.887,1.1,6.5,7.6,5.1,1.5,0.2,3.2,2.5,23.6,
2.0,Jrue Holiday,30.0,PG,23,23,39.7,6.9,16.9,0.406,1.9,6.2,0.303,5.0,10.7,0.466,0.461,1.7,2.4,0.714,1.4,4.3,5.7,8.7,1.7,0.4,2.4,2.1,17.3,
3.0,Giannis Antetokounmpo,26.0,PF,21,21,38.1,11.9,20.9,0.569,0.6,3.3,0.186,11.3,17.6,0.642,0.584,5.8,9.8,0.587,2.8,10.0,12.8,5.1,1.0,1.2,3.0,2.9,30.2,Finals MVP-1
4.0,P.J. Tucker,35.0,PF,23,19,29.6,1.7,4.3,0.388,0.8,2.6,0.322,0.8,1.7,0.487,0.485,0.1,0.2,0.75,2.1,2.7,4.8,1.1,1.0,0.1,0.4,3.3,4.3,
5.0,Brook Lopez,32.0,C,23,23,29.0,5.2,9.4,0.548,1.0,3.1,0.319,4.2,6.3,0.662,0.601,1.6,1.9,0.86,2.1,3.8,5.9,0.3,0.7,1.5,1.1,2.1,13.0,
6.0,Pat Connaughton,28.0,SG,23,1,23.7,2.4,5.2,0.462,1.6,4.1,0.389,0.8,1.0,0.75,0.618,0.5,0.6,0.846,1.3,3.1,4.4,0.9,0.4,0.3,0.5,1.7,6.9,
7.0,Donte DiVincenzo,24.0,SG,3,3,23.3,1.0,5.3,0.188,0.7,4.0,0.167,0.3,1.3,0.25,0.25,0.0,0.0,,0.7,5.7,6.3,2.7,1.0,0.3,2.0,1.3,2.7,
8.0,Bobby Portis,25.0,C,20,2,18.3,3.5,7.6,0.464,0.9,2.6,0.346,2.6,5.0,0.525,0.523,0.9,1.3,0.72,1.7,3.4,5.0,0.6,0.7,0.4,0.5,1.6,8.8,
9.0,Bryn Forbes,27.0,SG,20,0,13.7,2.3,5.6,0.411,1.7,4.5,0.371,0.7,1.2,0.565,0.558,0.3,0.4,0.75,0.1,1.3,1.4,0.3,0.1,0.1,0.4,0.8,6.6,
10.0,Jeff Teague,32.0,PG,16,0,7.4,0.6,1.9,0.29,0.3,0.7,0.455,0.3,1.3,0.2,0.371,0.6,0.7,0.818,0.1,0.4,0.5,0.8,0.2,0.0,0.4,0.6,2.0,
11.0,Jordan Nwora,22.0,SF,5,0,6.2,0.8,3.6,0.222,0.4,1.6,0.25,0.4,2.0,0.2,0.278,1.0,1.4,0.714,1.0,0.8,1.8,0.2,0.0,0.2,0.2,0.2,3.0,
12.0,Mamadi Diakite,24.0,PF,7,0,5.0,0.3,1.4,0.2,0.1,0.3,0.5,0.1,1.1,0.125,0.25,0.3,0.3,1.0,0.1,0.9,1.0,0.0,0.4,0.1,0.1,1.0,1.0,
13.0,Elijah Bryant,25.0,SG,11,0,4.5,0.6,1.8,0.35,0.0,0.7,0.0,0.6,1.1,0.583,0.35,0.0,0.0,,0.2,0.9,1.1,0.4,0.2,0.1,0.2,0.1,1.3,
14.0,Sam Merrill,24.0,SG,8,0,3.8,0.3,0.9,0.286,0.1,0.6,0.2,0.1,0.3,0.5,0.357,0.0,0.0,,0.1,0.5,0.6,0.1,0.5,0.0,0.1,0.3,0.6,
15.0,Thanasis Antetokounmpo,28.0,SF,13,0,3.5,0.2,0.5,0.286,0.0,0.0,,0.2,0.5,0.286,0.286,0.4,0.5,0.833,0.2,0.5,0.8,0.2,0.4,0.2,0.2,0.9,0.7,
16.0,Justin Jackson,25.0,SF,5,0,3.0,0.6,1.0,0.6,0.0,0.4,0.0,0.6,0.6,1.0,0.6,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.0,1.2,
17.0,Axel Toupane,28.0,SF,4,0,2.5,0.5,1.0,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.625,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,
,Team Totals,,,23,23,242.2,42.1,91.1,0.462,11.2,35.0,0.321,30.9,56.1,0.55,0.524,14.9,20.8,0.718,12.8,36.1,49.0,22.8,7.8,4.2,12.7,18.0,110.3,
