Rk,Unnamed: 1,Salary
1,Russell Westbrook,"$46,295,265"
2,Collin Sexton,"$16,500,000"
3,Lauri Markkanen,"$16,475,454"
4,Jordan Clarkson,"$13,340,000"
5,Kelly Olynyk,"$12,804,878"
6,Talen Horton-Tucker,"$10,260,000"
7,Rudy Gay,"$6,184,500"
8,Ochai Agbaji,"$3,918,360"
9,Simone Fontecchio,"$3,205,128"
10,Walker Kessler,"$2,696,400"
11,Leandro Bolmaro,"$2,471,160"
12,Stanley Johnson,"$2,351,521"
13,Damian Jones,"$2,298,385"
14,Udoka Azubuike,"$2,174,880"
15,Juan Toscano-Anderson,"$1,836,090"
16,Saben Lee,"$1,752,638"
17,Jared Butler,"$1,563,518"
18,Kris Dunn,"$735,819"
19,Luka Šamanić,"$432,795"
20,Frank Jackson,"$105,522"
21,Kris Dunn,"$105,522"
22,Kris Dunn,"$105,522"
23,Jarrell Brantley,"$105,522"
24,Luka Šamanić,"$105,522"
25,Vernon Carey,"$100,000"
26,Johnny Juzang,
27,Micah Potter,
