Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Lauri Markkanen,25.0,66,66,2273,571,1145,0.499,200,511,0.391,371,634,0.585,0.586,349,399,0.875,130,440,570,123,42,38,127,137,1691,0,"MIP-1,AS"
2.0,Jordan Clarkson,30.0,61,61,1988,458,1031,0.444,155,459,0.338,303,572,0.53,0.519,200,245,0.816,72,174,246,270,33,13,186,120,1271,0,
3.0,Kelly Olynyk,31.0,68,68,1942,278,557,0.499,93,236,0.394,185,321,0.576,0.583,198,232,0.853,82,338,420,252,60,37,168,232,847,0,
4.0,Walker Kessler,21.0,74,40,1703,298,414,0.72,1,3,0.333,297,411,0.723,0.721,82,159,0.516,231,389,620,69,26,173,58,169,679,0,ROY-3
5.0,Malik Beasley,26.0,55,13,1472,265,669,0.396,169,471,0.359,96,198,0.485,0.522,37,44,0.841,27,170,197,93,44,8,60,75,736,0,
6.0,Talen Horton-Tucker,22.0,65,20,1313,257,613,0.419,58,203,0.286,199,410,0.485,0.467,126,168,0.75,41,169,210,246,41,29,126,108,698,0,
7.0,Mike Conley,35.0,43,42,1276,153,375,0.408,77,213,0.362,76,162,0.469,0.511,78,96,0.813,17,90,107,330,44,10,74,94,461,0,
8.0,Jarred Vanderbilt,23.0,52,41,1254,173,311,0.556,19,57,0.333,154,254,0.606,0.587,67,102,0.657,121,288,409,142,53,15,68,133,432,0,
9.0,Ochai Agbaji,22.0,59,22,1209,165,386,0.427,81,228,0.355,84,158,0.532,0.532,56,69,0.812,43,78,121,67,16,15,41,99,467,0,
10.0,Collin Sexton,24.0,48,15,1145,237,468,0.506,48,122,0.393,189,346,0.546,0.558,163,199,0.819,37,68,105,138,27,6,85,112,685,0,
11.0,Rudy Gay,36.0,56,0,816,109,287,0.38,33,130,0.254,76,157,0.484,0.437,42,49,0.857,33,130,163,57,19,18,37,68,293,0,
12.0,Simone Fontecchio,27.0,52,6,766,115,312,0.369,63,191,0.33,52,121,0.43,0.47,35,44,0.795,31,55,86,42,15,8,39,62,328,0,
13.0,Kris Dunn,28.0,22,3,568,116,216,0.537,17,36,0.472,99,180,0.55,0.576,41,53,0.774,9,91,100,124,25,10,35,58,290,0,
14.0,Nickeil Alexander-Walker,24.0,36,3,528,83,170,0.488,35,87,0.402,48,83,0.578,0.591,27,39,0.692,8,51,59,76,24,14,45,58,228,0,
15.0,Udoka Azubuike,23.0,36,4,359,59,72,0.819,0,0,,59,72,0.819,0.819,7,20,0.35,31,88,119,11,6,15,18,34,125,0,
16.0,Juan Toscano-Anderson,29.0,22,2,335,31,77,0.403,4,23,0.174,27,54,0.5,0.429,8,9,0.889,14,49,63,40,6,3,17,34,74,0,
17.0,Damian Jones,27.0,19,0,301,35,49,0.714,10,14,0.714,25,35,0.714,0.816,7,9,0.778,24,43,67,11,5,9,14,38,87,0,
18.0,Johnny Juzang,21.0,18,0,232,35,104,0.337,15,63,0.238,20,41,0.488,0.409,2,4,0.5,8,31,39,8,4,3,3,13,87,0,
19.0,Luka Šamanić,23.0,7,4,161,26,57,0.456,8,31,0.258,18,26,0.692,0.526,9,13,0.692,0,30,30,15,6,2,10,17,69,0,
20.0,Leandro Bolmaro,22.0,14,0,68,3,20,0.15,0,4,0.0,3,16,0.188,0.15,0,0,,4,3,7,7,3,1,7,10,6,0,
21.0,Micah Potter,24.0,7,0,52,10,15,0.667,4,7,0.571,6,8,0.75,0.8,0,0,,3,13,16,4,1,0,2,5,24,0,
22.0,Jarrell Brantley,26.0,4,0,39,8,14,0.571,4,9,0.444,4,5,0.8,0.714,2,2,1.0,1,5,6,3,0,2,2,3,22,0,
23.0,Frank Jackson,24.0,1,0,5,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,1,1,2,1,0,0,0,0,0,0,
,Team Totals,,82,82,19805,3485,7365,0.473,1094,3099,0.353,2391,4266,0.56,0.547,1536,1955,0.786,968,2794,3762,2129,500,429,1222,1679,9600,0,
