Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Josh Christopher,21.0,SG,64,2,786,0.465,0.55,0.236,0.497,0.75,0.523,0.182,0.271,98,100,65,91,96,90,68,70,-31.8,-41.2,
2.0,Darius Days,23.0,SF,4,0,25,0.417,1.0,0.3,0.542,1.0,0.582,0.167,0.833,88,183,83,99,128,100,63,215,-0.1,0.0,
3.0,Tari Eason,21.0,PF,82,5,1767,0.448,0.486,0.343,0.493,0.752,0.525,0.22,0.261,94,89,95,90,96,90,82,67,-68.7,-81.4,
4.0,Bruno Fernando,24.0,C,31,4,364,0.516,0.522,0.0,0.516,0.682,0.561,0.473,0.011,109,95,0,95,87,96,178,3,-5.4,-4.6,
5.0,Usman Garuba,20.0,C,75,1,970,0.486,0.525,0.407,0.554,0.617,0.569,0.266,0.333,102,96,113,102,79,98,100,86,3.0,-4.8,
6.0,Eric Gordon,34.0,SG,47,47,1418,0.439,0.536,0.347,0.528,0.815,0.572,0.282,0.513,92,98,96,97,104,98,106,132,-16.3,-9.7,
7.0,Jalen Green,20.0,SG,76,76,2602,0.416,0.471,0.338,0.485,0.786,0.538,0.341,0.408,88,86,94,89,101,93,128,105,-163.0,-133.7,
8.0,Trevor Hudgins,23.0,PG,5,0,28,0.222,0.0,0.25,0.333,1.0,0.436,0.333,0.889,47,0,69,61,128,75,125,229,-3.8,-3.0,
9.0,Frank Kaminsky,29.0,C,10,0,59,0.316,0.444,0.2,0.368,1.0,0.434,0.211,0.526,66,81,55,68,128,75,79,136,-6.7,-6.1,
10.0,Boban Marjanović,34.0,C,31,0,171,0.683,0.695,0.0,0.683,0.741,0.71,0.45,0.017,144,127,0,125,95,122,169,4,16.6,18.4,
11.0,KJ Martin,22.0,SF,82,49,2292,0.569,0.679,0.315,0.617,0.68,0.635,0.308,0.3,120,124,87,113,87,109,116,77,102.8,88.4,
12.0,Garrison Mathews,26.0,SG,45,0,602,0.353,0.467,0.342,0.509,0.911,0.564,0.265,0.912,74,85,95,93,117,97,99,235,-12.4,-6.6,
13.0,Daishen Nix,20.0,PG,57,7,914,0.342,0.423,0.286,0.426,0.667,0.447,0.152,0.591,72,77,79,78,85,77,57,152,-56.5,-67.9,
14.0,Kevin Porter Jr.,22.0,PG,59,59,2024,0.442,0.501,0.366,0.522,0.784,0.565,0.299,0.436,93,91,102,96,100,97,112,112,-41.0,-32.7,
15.0,Alperen Şengün,20.0,C,75,72,2171,0.553,0.57,0.333,0.565,0.715,0.599,0.36,0.071,116,104,92,104,91,103,135,18,31.7,32.8,
16.0,Jabari Smith Jr.,19.0,PF,79,79,2451,0.408,0.487,0.307,0.475,0.786,0.514,0.231,0.438,86,89,85,87,101,88,87,113,-124.7,-132.3,
17.0,Jae'Sean Tate,27.0,SF,31,7,677,0.48,0.53,0.283,0.509,0.725,0.546,0.301,0.201,101,97,78,93,93,94,113,52,-16.7,-18.5,
18.0,TyTy Washington Jr.,21.0,PG,31,2,433,0.363,0.488,0.238,0.422,0.556,0.432,0.113,0.5,76,89,66,77,71,74,42,129,-39.5,-50.2,
,Team Totals,,,82,82,19754,0.457,0.53,0.327,0.516,0.754,0.554,0.285,0.359,96,97,91,95,96,95,107,93,-432.5,-453.1,
