Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jalen Green,20.0,SG,76,76,2602,21,79,0,0,0,-8.9,-1.8,94,73,73,13,203,14,644,43,105,
2.0,Jabari Smith Jr.,19.0,PF,79,79,2451,0,0,0,88,12,-11.5,-8.5,41,36,137,13,85,12,225,15,35,
3.0,KJ Martin,22.0,SF,82,49,2292,0,1,87,13,0,-8.4,-0.2,33,23,75,18,119,6,306,30,53,
4.0,Alperen Şengün,20.0,C,75,72,2171,0,0,0,0,100,-7.9,0.8,85,44,152,34,123,31,672,42,62,
5.0,Kevin Porter Jr.,22.0,PG,59,59,2024,99,1,0,0,0,-8.8,-1.1,113,51,58,12,117,12,809,31,62,
6.0,Tari Eason,21.0,PF,82,5,1767,0,0,22,77,1,-4.0,7.9,39,28,99,15,81,3,213,21,67,
7.0,Eric Gordon,34.0,SG,47,47,1418,11,44,45,0,0,-7.1,1.8,46,19,25,5,55,6,320,14,24,
8.0,Usman Garuba,20.0,C,75,1,970,0,0,0,7,93,-11.1,-3.8,15,6,71,15,17,5,152,5,19,
9.0,Daishen Nix,20.0,PG,57,7,914,83,17,0,0,0,-7.8,0.7,59,17,32,5,15,4,304,2,12,
10.0,Josh Christopher,21.0,SG,64,2,786,5,81,14,0,0,-15.0,-8.3,28,22,35,6,28,2,173,7,20,
11.0,Jae'Sean Tate,27.0,SF,31,7,677,0,38,55,7,0,-7.1,1.5,16,8,49,12,30,13,214,9,25,
12.0,Garrison Mathews,26.0,SG,45,0,602,0,29,71,0,0,-6.4,2.3,8,1,26,3,15,23,57,2,2,
13.0,TyTy Washington Jr.,21.0,PG,31,2,433,100,0,0,0,0,-5.3,3.3,8,4,20,1,8,4,106,2,4,
14.0,Bruno Fernando,24.0,C,31,4,364,0,0,0,0,100,-8.9,-0.6,5,4,33,8,19,1,74,2,14,
15.0,Boban Marjanović,34.0,C,31,0,171,0,0,0,0,100,16.7,26.1,3,7,6,1,14,0,20,7,3,
16.0,Frank Kaminsky,29.0,C,10,0,59,0,0,0,38,62,-7.1,1.2,0,0,1,0,2,0,27,0,1,
17.0,Trevor Hudgins,23.0,PG,5,0,28,100,0,0,0,0,9.3,17.7,1,0,0,0,1,0,7,0,0,
18.0,Darius Days,23.0,SF,4,0,25,0,7,93,0,0,4.1,12.5,0,0,2,0,1,0,3,0,1,
,Team Totals,,,82,82,19754,20,20,20,20,20,-8.3,-0.5,594,343,894,161,933,136,4326,232,509,
