unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Cam Thomas,34:41,9,19,.474,4,7,.571,7,7,1.000,1,0,1,1,0,0,3,2,29,16.9,-5,True,,BRK,PHI,BRK,PHI,True,False,a88d5651ad6a55f13f5acbcc4dceaf1dc0ccf421,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Nic Claxton,34:13,8,11,.727,0,1,.000,3,6,.500,0,7,7,5,1,3,2,2,19,19.2,-9,True,,BRK,PHI,BRK,PHI,True,False,00f2c543a8dbb5998616e6751c38e3737424e92e,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Terance Mann,33:36,7,10,.700,0,2,.000,3,5,.600,4,1,5,4,3,0,1,4,17,18.3,-12,True,,BRK,PHI,BRK,PHI,True,False,f8e3703db942f620f711cffdb3d6573a23b14974,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Michael Porter Jr.,31:21,7,23,.304,1,12,.083,2,2,1.000,3,14,17,2,1,0,3,2,17,8.6,-6,True,,BRK,PHI,BRK,PHI,True,False,8c10f4111e3d004ba9b45bb542d910719f97c94f,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Tyrese Martin,27:23,0,6,.000,0,4,.000,0,0,,0,2,2,4,0,1,2,0,0,-2.1,-7,True,,BRK,PHI,BRK,PHI,True,False,cb9520943a819aec39506c841adfd41db7f1bc9b,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,BRK,PHI,BRK,PHI,True,False,064acb3ff25aa8f52cfde83715a71065e802f49d,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Ziaire Williams,20:28,4,9,.444,1,6,.167,4,4,1.000,2,3,5,0,2,0,2,2,13,9.8,-23,True,,BRK,PHI,BRK,PHI,True,False,e9b3c35385dae2c94152ce669e289295cdfa2dd0,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Egor Dёmin,15:25,2,4,.500,1,2,.500,0,0,,0,0,0,2,1,0,1,0,5,4.4,-15,True,,BRK,PHI,BRK,PHI,True,False,add49c14604326e707c69be88fba14a13d56e80f,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Noah Clowney,15:04,0,2,.000,0,2,.000,0,0,,2,3,5,2,0,0,2,1,0,-0.1,-6,True,,BRK,PHI,BRK,PHI,True,False,0cfc30390dd469962ac7f83ee6d21074d9d56767,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
Jalen Wilson,13:40,1,4,.250,0,2,.000,0,0,,0,0,0,0,0,0,1,2,2,-2.2,-24,True,,BRK,PHI,BRK,PHI,True,False,6410c957ed78920380732c2ee0edcf9cbc81139b,202511020BRK,"Philadelphia 76ers at Brooklyn Nets Box Score, November 2, 2025",2026-01-20T13:50:21.629561,box-BRK-game-basic
