Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Nikola Jokić,28.0,79,79,2737,822,1411,0.583,83,231,0.359,739,1180,0.626,0.612,358,438,0.817,223,753,976,708,108,68,237,194,2085,25,"MVP-1,CPOY-4,AS,NBA1"
2.0,Michael Porter Jr.,25.0,81,81,2565,522,1079,0.484,220,554,0.397,302,525,0.575,0.586,92,110,0.836,106,459,565,122,42,53,92,148,1356,0,
3.0,Kentavious Caldwell-Pope,30.0,76,76,2402,270,587,0.46,125,308,0.406,145,279,0.52,0.566,101,113,0.894,31,152,183,183,98,42,75,151,766,0,
4.0,Aaron Gordon,28.0,73,73,2297,398,716,0.556,40,138,0.29,358,578,0.619,0.584,177,269,0.658,174,297,471,259,56,45,105,142,1013,0,
5.0,Jamal Murray,26.0,59,59,1861,474,986,0.481,145,341,0.425,329,645,0.51,0.554,157,184,0.853,42,200,242,384,57,39,125,104,1250,0,
6.0,Reggie Jackson,33.0,82,23,1817,326,756,0.431,102,284,0.359,224,472,0.475,0.499,79,98,0.806,33,122,155,308,44,13,106,149,833,0,
7.0,Christian Braun,22.0,82,4,1655,222,483,0.46,63,164,0.384,159,319,0.498,0.525,93,134,0.694,79,227,306,132,42,35,55,137,600,0,
8.0,Peyton Watson,21.0,80,4,1488,208,447,0.465,45,152,0.296,163,295,0.553,0.516,71,106,0.67,56,202,258,86,42,88,58,143,532,0,
9.0,Justin Holiday,34.0,58,9,862,88,194,0.454,55,136,0.404,33,58,0.569,0.595,3,4,0.75,9,62,71,67,36,9,14,69,234,0,
10.0,Zeke Nnaji,23.0,58,0,576,69,149,0.463,6,23,0.261,63,126,0.5,0.483,42,62,0.677,61,65,126,32,15,38,27,81,186,0,
11.0,Julian Strawther,21.0,50,0,545,82,222,0.369,41,138,0.297,41,84,0.488,0.462,22,31,0.71,5,56,61,47,17,7,23,54,227,0,
12.0,DeAndre Jordan,35.0,36,2,396,58,93,0.624,0,0,,58,93,0.624,0.624,26,53,0.491,54,103,157,26,6,16,23,56,142,0,
13.0,Collin Gillespie,24.0,24,0,225,32,69,0.464,15,38,0.395,17,31,0.548,0.572,8,12,0.667,1,20,21,27,13,0,14,24,87,0,
14.0,Jalen Pickett,24.0,27,0,122,15,35,0.429,9,25,0.36,6,10,0.6,0.557,3,4,0.75,1,13,14,21,4,0,9,13,42,0,
15.0,Braxton Key,26.0,20,0,60,7,17,0.412,2,5,0.4,5,12,0.417,0.471,6,8,0.75,3,15,18,9,2,1,1,5,22,0,
16.0,Jay Huff,25.0,20,0,49,9,15,0.6,3,9,0.333,6,6,1.0,0.7,2,2,1.0,2,9,11,2,2,3,1,9,23,0,
17.0,Hunter Tyson,23.0,18,0,48,8,20,0.4,4,14,0.286,4,6,0.667,0.5,0,0,,1,8,9,2,1,0,2,10,20,0,
,Team Totals,,82,82,19705,3610,7279,0.496,958,2560,0.374,2652,4719,0.562,0.562,1240,1628,0.762,881,2763,3644,2415,585,457,967,1489,9418,25,
