Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Nikola Jokić,28.0,C,12,12,482,0,0,0,0,100,0.7,20.8,21,10,16,3,35,1,245,16,17,
2.0,Jamal Murray,26.0,PG,12,12,462,97,3,0,0,0,-3.9,-6.5,20,10,15,1,11,1,155,3,16,
3.0,Aaron Gordon,28.0,PF,12,12,445,0,0,0,85,15,-4.9,-10.2,10,3,12,2,12,5,133,2,5,
4.0,Michael Porter Jr.,25.0,SF,12,12,443,0,0,72,28,0,-2.7,0.1,9,4,13,4,12,1,31,2,7,
5.0,Kentavious Caldwell-Pope,30.0,SG,12,12,420,0,87,13,0,0,0.3,10.6,6,2,21,2,2,6,70,0,2,
6.0,Christian Braun,22.0,SG,12,0,204,0,17,75,8,0,1.6,6.2,0,0,13,0,9,0,22,2,8,
7.0,Justin Holiday,34.0,SG,12,0,150,0,98,1,0,0,8.0,14.2,1,0,7,0,1,2,11,0,2,
8.0,Reggie Jackson,33.0,PG,12,0,117,100,0,0,0,0,-0.5,2.6,4,2,7,1,0,3,27,0,2,
9.0,Peyton Watson,21.0,SF,10,0,90,0,0,51,49,0,-17.4,-17.6,1,0,3,1,3,0,10,0,1,
10.0,Julian Strawther,21.0,SF,3,0,16,0,87,13,0,0,-40.0,-38.5,1,0,2,0,2,0,0,0,0,
11.0,Zeke Nnaji,23.0,PF,3,0,14,0,0,0,0,100,-22.1,-20.0,1,0,0,1,1,0,0,0,0,
12.0,Hunter Tyson,23.0,PF,3,0,14,0,0,0,100,0,-29.8,-27.9,1,0,0,0,1,0,3,0,0,
13.0,DeAndre Jordan,35.0,C,2,0,13,0,0,0,0,100,-80.0,-79.2,0,0,2,0,1,0,0,0,1,
14.0,Jalen Pickett,24.0,SG,3,0,11,100,0,0,0,0,-13.6,-11.3,0,0,1,0,0,0,2,0,0,
,Team Totals,,,12,12,2881,20,20,20,20,20,-2.5,2.3,75,31,112,15,90,19,709,25,61,
