Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Devin Vassell,25.0,25,25,809,137,318,0.431,69,174,0.397,68,144,0.472,0.539,50,57,0.877,10,84,94,64,26,12,26,58,393,0,
2.0,Harrison Barnes,33.0,25,25,774,115,241,0.477,59,144,0.41,56,97,0.577,0.6,41,48,0.854,23,62,85,57,27,4,32,42,330,0,
3.0,Julian Champagnie,24.0,25,17,718,88,206,0.427,57,152,0.375,31,54,0.574,0.566,43,51,0.843,22,116,138,37,24,12,26,38,276,0,
4.0,Keldon Johnson,26.0,25,0,590,121,213,0.568,23,66,0.348,98,147,0.667,0.622,53,71,0.746,50,113,163,41,19,3,24,49,318,0,
5.0,De'Aaron Fox,28.0,17,17,559,142,291,0.488,43,110,0.391,99,181,0.547,0.562,79,94,0.84,14,48,62,105,24,5,55,41,406,0,
6.0,Stephon Castle,21.0,16,16,499,101,200,0.505,18,63,0.286,83,137,0.606,0.55,75,104,0.721,25,72,97,111,22,5,65,59,295,1,
7.0,Victor Wembanyama,22.0,13,12,437,117,232,0.504,21,59,0.356,96,173,0.555,0.55,81,96,0.844,26,138,164,50,14,45,48,46,336,1,
8.0,Luke Kornet,30.0,17,12,432,46,74,0.622,0,0,,46,74,0.622,0.622,33,41,0.805,48,60,108,37,5,24,11,34,125,0,
9.0,Dylan Harper,19.0,15,0,329,76,165,0.461,10,38,0.263,66,127,0.52,0.491,34,48,0.708,15,32,47,55,14,1,25,37,196,0,
10.0,Jeremy Sochan,22.0,17,0,277,43,85,0.506,7,25,0.28,36,60,0.6,0.547,11,16,0.688,22,39,61,24,9,3,15,40,104,0,
11.0,Kelly Olynyk,34.0,14,0,156,20,40,0.5,7,21,0.333,13,19,0.684,0.588,16,21,0.762,11,24,35,24,6,0,11,23,63,0,
12.0,Carter Bryant,20.0,18,0,142,17,51,0.333,8,28,0.286,9,23,0.391,0.412,3,4,0.75,6,24,30,1,4,2,6,15,45,0,
13.0,Lindy Waters III,28.0,12,0,83,9,23,0.391,7,21,0.333,2,2,1.0,0.543,0,0,,2,12,14,5,2,0,1,10,25,0,
14.0,Jordan McLaughlin,29.0,9,0,75,10,24,0.417,5,15,0.333,5,9,0.556,0.521,3,3,1.0,3,3,6,10,7,0,2,7,28,0,
15.0,David Jones García,24.0,10,0,67,13,25,0.52,3,5,0.6,10,20,0.5,0.58,3,6,0.5,4,8,12,18,6,1,5,6,32,0,
16.0,Bismack Biyombo,33.0,8,1,58,3,4,0.75,0,0,,3,4,0.75,0.75,1,2,0.5,2,4,6,3,3,1,3,10,7,0,
17.0,Harrison Ingram,23.0,3,0,11,2,3,0.667,1,1,1.0,1,2,0.5,0.833,0,0,,3,0,3,0,0,0,0,2,5,0,
18.0,Riley Minix,25.0,3,0,8,4,6,0.667,1,3,0.333,3,3,1.0,0.75,0,0,,1,1,2,1,1,0,0,1,9,0,
,Team Totals,,25,25,6024,1064,2201,0.483,339,925,0.366,725,1276,0.568,0.56,526,662,0.795,287,840,1127,643,213,118,355,518,2993,2,
