Rk,Unnamed: 1,Salary
1,De'Aaron Fox,"$37,096,620"
2,Devin Vassell,"$27,000,000"
3,Harrison Barnes,"$19,000,000"
4,Keldon Johnson,"$17,500,000"
5,Kelly Olynyk,"$13,445,122"
6,Victor Wembanyama,"$13,376,880"
7,Dylan Harper,"$12,370,320"
8,Luke Kornet,"$11,000,000"
9,Stephon Castle,"$9,560,520"
10,Jeremy Sochan,"$7,096,231"
11,Carter Bryant,"$4,900,320"
12,Julian Champagnie,"$3,000,000"
13,Jordan McLaughlin,"$2,296,274"
14,Lindy Waters III,"$2,296,274"
15,Bismack Biyombo,"$2,296,274"
