Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Draft,Draft,Draft,Draft,Unnamed: 7_level_0,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats
Unnamed: 0_level_1,Age,Unnamed: 2_level_1,Yr,Tm,Rd,Pk,Unnamed: 7_level_1,Team,Lg,Unnamed: 10_level_1,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ádám Hanga,36,,2011,SAS,2,59,,,SPA,es,10,21.9,1.9,5.6,.339,0.4,3.1,.129,0.5,0.8,.625,1.5,2.2,3.7,1.2,1.1,0.3,0.8,2.7,4.7
Sergei Karaulov,43,,2004,SAS,2,57,,,,,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.,Statistics not available.
