Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Jaren Jackson Jr.,24.0,C,66,66,2124,0.444,11.9,0.685,0.221,0.39,0.066,0.008,0.315,0.501,0.63,0.439,0.455,0.333,0.32,0.491,0.932,0.034,34,0.15,0.309,8,0,
2.0,Santi Aldama,23.0,PF,61,35,1618,0.435,15.8,0.465,0.211,0.188,0.049,0.016,0.535,0.534,0.692,0.411,0.393,0.333,0.349,0.674,0.962,0.067,34,0.296,0.3,0,0,
3.0,Desmond Bane,25.0,SG,42,42,1443,0.464,15.9,0.536,0.216,0.168,0.061,0.091,0.464,0.536,0.72,0.377,0.553,0.38,0.381,0.404,0.613,0.009,7,0.144,0.442,2,0,
4.0,Vince Williams Jr.,23.0,SG,52,33,1436,0.446,15.7,0.449,0.245,0.142,0.045,0.016,0.551,0.529,0.667,0.407,0.353,0.0,0.378,0.511,0.924,0.024,9,0.335,0.343,0,0,
5.0,GG Jackson II,19.0,PF,48,18,1233,0.428,15.7,0.492,0.263,0.149,0.039,0.041,0.508,0.502,0.676,0.333,0.227,0.261,0.357,0.576,0.863,0.076,38,0.224,0.484,1,0,
6.0,John Konchar,27.0,SF,55,23,1173,0.423,15.1,0.423,0.322,0.091,0.01,0.0,0.577,0.568,0.657,0.316,0.0,,0.317,0.68,1.0,0.014,3,0.492,0.271,0,0,
7.0,David Roddy,22.0,PF,48,13,1114,0.402,12.8,0.596,0.288,0.249,0.047,0.013,0.404,0.47,0.622,0.354,0.278,0.0,0.301,0.593,0.979,0.044,12,0.301,0.383,1,0,
8.0,Ziaire Williams,22.0,SF,51,15,1038,0.397,15.9,0.5,0.22,0.127,0.085,0.069,0.5,0.487,0.747,0.25,0.281,0.346,0.307,0.641,0.897,0.095,32,0.37,0.357,2,0,
9.0,Luke Kennard,27.0,SG,39,22,999,0.448,21.8,0.244,0.06,0.054,0.079,0.051,0.756,0.442,0.684,0.235,0.44,0.375,0.45,0.765,0.944,0.0,0,0.118,0.393,0,0,
10.0,Jake LaRavia,22.0,PF,35,6,806,0.389,15.7,0.485,0.218,0.218,0.023,0.026,0.515,0.442,0.591,0.303,0.571,0.25,0.34,0.569,0.887,0.026,8,0.167,0.462,1,0,
11.0,Bismack Biyombo,31.0,C,30,27,718,0.563,3.7,1.0,0.487,0.504,0.008,0.0,0.0,0.563,0.724,0.417,0.0,,,0.776,,0.21,24,,,0,0,
12.0,Xavier Tillman Sr.,25.0,C,34,13,700,0.408,9.4,0.751,0.38,0.286,0.066,0.019,0.249,0.469,0.568,0.361,0.429,0.25,0.226,0.813,1.0,0.07,13,0.604,0.156,0,0,
13.0,Jacob Gilyard,25.0,PG,37,14,654,0.417,23.5,0.167,0.028,0.042,0.014,0.083,0.833,0.375,0.25,0.5,0.0,0.417,0.425,0.111,0.824,0.0,0,0.25,0.5,1,0,
14.0,Marcus Smart,29.0,PG,20,20,605,0.43,18.1,0.435,0.105,0.177,0.118,0.034,0.565,0.583,0.68,0.548,0.571,0.5,0.313,0.25,0.905,0.0,0,0.209,0.357,2,0,
15.0,Trey Jemison,24.0,C,23,14,572,0.551,4.1,1.0,0.588,0.279,0.118,0.015,0.0,0.551,0.663,0.368,0.5,0.0,,0.56,,0.162,18,,,0,0,
