Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3426,7362,0.465,1158,3246,0.357,2268,4116,0.551,1332,1721,0.774,896,2685,3581,2348,674,455,1138,1363,9342
Team/G,,240.6,41.8,89.8,0.465,14.1,39.6,0.357,27.7,50.2,0.551,16.2,21.0,0.774,10.9,32.7,43.7,28.6,8.2,5.5,13.9,16.6,113.9
Lg Rank,,23,14,15,17.0,9,7,20.0,17,19,15.0,24,21,21.0,17,21,19,6,12,4,10,3,16
Year/Year,,-0.5%,-0.3%,-1.0%,0.003,11.8%,8.8%,0.009,-5.6%,-7.6%,0.012,4.1%,5.1%,-0.008,5.5%,-3.3%,-1.3%,-4.1%,15.4%,-12.5%,-8.4%,-3.6%,1.6%
Opponent,82.0,19730,3595,7587,0.474,1177,3226,0.365,2418,4361,0.554,1201,1520,0.79,992,2794,3786,2296,664,356,1121,1428,9568
Opponent/G,,240.6,43.8,92.5,0.474,14.4,39.3,0.365,29.5,53.2,0.554,14.6,18.5,0.79,12.1,34.1,46.2,28.0,8.1,4.3,13.7,17.4,116.7
Lg Rank,,23,28,26,24.0,27,24,24.0,26,23,23.0,3,3,26.0,28,27,29,23,15,7,20,28,23
Year/Year,,-0.5%,-2.4%,0.2%,-0.013,13.2%,15.6%,-0.008,-8.5%,-8.7%,0.001,-8.7%,-9.5%,0.006,15.3%,-2.2%,1.9%,0.0%,-9.4%,-6.3%,2.1%,-2.9%,-1.6%
