Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Anthony Edwards,22.0,SG,16,16,649,6,78,16,0,0,4.8,1.4,28,15,9,6,43,0,257,7,12,
2.0,Jaden McDaniels,23.0,SF,16,16,537,0,9,85,6,0,7.3,9.0,6,5,20,3,16,3,43,4,8,
3.0,Karl-Anthony Towns,28.0,PF,16,16,522,0,0,2,92,6,0.4,-12.7,11,5,21,8,31,3,94,8,21,
4.0,Rudy Gobert,31.0,C,15,15,512,0,0,0,0,100,9.9,16.0,8,9,24,5,39,0,58,10,13,
5.0,Mike Conley,36.0,PG,15,15,474,100,0,0,0,0,5.1,1.4,14,5,17,1,6,8,200,1,10,
6.0,Nickeil Alexander-Walker,25.0,SG,16,1,378,52,46,3,0,0,2.8,-3.5,9,4,16,1,4,4,86,2,6,
7.0,Naz Reid,24.0,PF,16,0,361,0,0,0,45,55,-2.3,-13.0,5,7,19,1,17,2,44,3,4,
8.0,Kyle Anderson,30.0,PF,15,1,231,0,1,69,31,0,-6.0,-15.1,4,3,11,1,4,2,90,0,4,
9.0,Monte Morris,28.0,PG,9,0,67,49,51,0,0,0,2.2,-2.6,0,0,3,0,0,0,20,0,0,
10.0,Jordan McLaughlin,27.0,PG,6,0,30,100,0,0,0,0,27.4,23.8,0,2,1,0,1,1,5,0,0,
11.0,Luka Garza,25.0,C,7,0,26,0,0,0,0,100,43.7,40.6,0,0,0,0,2,0,3,0,1,
12.0,Josh Minott,21.0,SF,5,0,18,0,0,70,30,0,31.3,27.4,0,0,1,0,0,1,6,0,2,
13.0,Wendell Moore Jr.,22.0,SG,6,0,18,0,37,64,0,0,29.9,26.0,0,1,2,0,0,0,5,0,0,
14.0,T.J. Warren,30.0,SF,3,0,11,0,0,0,100,0,28.1,23.9,0,0,0,0,0,0,2,0,0,
15.0,Leonard Miller,20.0,SF,3,0,7,0,0,0,100,0,53.8,49.7,0,0,0,0,0,0,0,0,0,
,Team Totals,,,16,16,3841,20,20,20,20,20,4.5,0.4,85,56,144,26,163,24,913,35,81,
