Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Anthony Edwards,22.0,SG,16,16,649,0.481,14.3,0.645,0.275,0.114,0.167,0.09,0.355,0.526,0.663,0.324,0.463,0.483,0.4,0.236,0.435,0.052,15,0.096,0.545,1,0,
2.0,Jaden McDaniels,23.0,SF,16,16,537,0.514,12.6,0.6,0.307,0.193,0.057,0.043,0.4,0.571,0.721,0.444,0.5,0.167,0.429,0.646,1.0,0.129,18,0.661,0.432,0,0,
3.0,Karl-Anthony Towns,28.0,PF,16,16,522,0.466,12.9,0.642,0.254,0.289,0.073,0.026,0.358,0.523,0.627,0.478,0.353,0.5,0.361,0.654,1.0,0.034,5,0.229,0.368,1,0,
4.0,Rudy Gobert,31.0,C,15,15,512,0.615,2.7,1.0,0.76,0.173,0.067,0.0,0.0,0.615,0.671,0.333,0.714,,,0.734,,0.346,32,,,0,0,
5.0,Mike Conley,36.0,PG,15,15,474,0.428,16.5,0.476,0.172,0.193,0.103,0.007,0.524,0.464,0.48,0.464,0.4,1.0,0.395,0.406,0.633,0.0,0,0.237,0.5,1,0,
6.0,Nickeil Alexander-Walker,25.0,SG,16,1,378,0.366,19.6,0.277,0.125,0.089,0.036,0.027,0.723,0.548,0.571,0.6,0.25,0.667,0.296,0.529,0.917,0.009,1,0.42,0.382,0,0,
7.0,Naz Reid,24.0,PF,16,0,361,0.458,14.2,0.514,0.225,0.246,0.042,0.0,0.486,0.548,0.719,0.457,0.167,,0.362,0.725,1.0,0.063,9,0.377,0.308,0,0,
8.0,Kyle Anderson,30.0,PF,15,1,231,0.456,10.3,0.86,0.175,0.404,0.228,0.053,0.14,0.49,0.4,0.435,0.538,1.0,0.25,0.708,1.0,0.018,1,0.875,0.286,0,0,
9.0,Monte Morris,28.0,PG,9,0,67,0.3,17.4,0.533,0.133,0.067,0.133,0.2,0.467,0.5,0.75,0.5,0.75,0.167,0.071,0.625,1.0,0.0,0,0.214,0.0,0,0,
10.0,Jordan McLaughlin,27.0,PG,6,0,30,0.222,16.8,0.444,0.111,0.111,0.222,0.0,0.556,0.5,1.0,0.0,0.5,,0.0,1.0,,0.0,0,0.8,0.0,0,0,
11.0,Luka Garza,25.0,C,7,0,26,0.833,8.7,0.75,0.583,0.083,0.083,0.0,0.25,0.889,0.857,1.0,1.0,,0.667,0.75,1.0,0.083,1,0.0,,0,0,
12.0,Josh Minott,21.0,SF,5,0,18,0.222,16.6,0.444,0.0,0.333,0.111,0.0,0.556,0.0,,0.0,0.0,,0.4,,1.0,0.0,0,0.2,0.0,0,0,
13.0,Wendell Moore Jr.,22.0,SG,6,0,18,0.429,18.9,0.429,0.143,0.143,0.143,0.0,0.571,0.667,1.0,1.0,0.0,,0.25,0.0,0.0,0.0,0,0.0,,0,0,
14.0,T.J. Warren,30.0,SF,3,0,11,0.0,12.6,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,,,0.0,,,0.0,0,1.0,0.0,0,0,
15.0,Leonard Miller,20.0,SF,3,0,7,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
,Team Totals,,,16,16,3841,0.468,14.6,0.607,0.275,0.191,0.1,0.041,0.393,0.538,0.652,0.435,0.451,0.463,0.359,0.545,0.786,0.069,82,0.309,0.379,3,0,
