Rk,Unnamed: 1,Salary
1,Steven Adams,"$17,073,171"
2,Dillon Brooks,"$12,200,000"
3,Kyle Anderson,"$9,937,150"
4,Ja Morant,"$9,603,360"
5,Jaren Jackson,"$9,180,560"
6,De'Anthony Melton,"$8,805,976"
7,Tyus Jones,"$7,600,000"
8,Jarrett Culver,"$6,395,160"
9,Kris Dunn,"$5,005,350"
10,Rajon Rondo,"$4,858,309"
11,Ziaire Williams,"$4,373,160"
12,Brandon Clarke,"$2,726,880"
13,Marc Gasol,"$2,692,991"
14,John Konchar,"$2,200,000"
15,Desmond Bane,"$2,033,160"
16,Santi Aldama,"$1,994,520"
17,Killian Tillie,"$1,901,625"
18,Carsen Edwards,"$1,782,621"
19,Sam Merrill,"$1,517,981"
20,Daniel Oturu,"$1,517,981"
21,Xavier Tillman,"$1,517,981"
22,Jontay Porter,"$300,000"
23,Dakota Mathias,"$106,352"
24,Shaquille Harrison,"$102,831"
25,DaQuan Jeffries,"$95,930"
26,Tyrell Terry,"$85,578"
27,Shaq Buchanan,"$53,176"
28,Xavier Sneed,"$53,176"
29,Jon Teske,"$53,176"
30,Yves Pons,$0
