Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Desmond Bane,23.0,12,12,428,76,159,0.478,43,88,0.489,33,71,0.465,0.613,30,35,0.857,5,40,45,26,11,9,16,23,225,0,
2.0,Ja Morant,22.0,9,9,338,81,184,0.44,17,50,0.34,64,134,0.478,0.486,65,87,0.747,13,59,72,88,18,4,32,22,244,1,
3.0,Dillon Brooks,26.0,11,11,335,60,172,0.349,25,72,0.347,35,100,0.35,0.422,16,25,0.64,8,22,30,30,11,3,22,36,161,0,
4.0,Jaren Jackson Jr.,22.0,12,12,332,59,156,0.378,27,72,0.375,32,84,0.381,0.465,40,53,0.755,26,55,81,11,9,30,17,53,185,0,
5.0,Brandon Clarke,25.0,12,0,296,56,91,0.615,0,1,0.0,56,90,0.622,0.615,36,54,0.667,37,46,83,24,9,10,12,23,148,0,
6.0,Tyus Jones,25.0,12,3,262,39,99,0.394,18,45,0.4,21,54,0.389,0.485,14,15,0.933,4,35,39,54,14,2,13,8,110,0,
7.0,Kyle Anderson,28.0,12,1,221,29,51,0.569,3,12,0.25,26,39,0.667,0.598,11,18,0.611,10,42,52,21,11,7,10,22,72,0,
8.0,De'Anthony Melton,23.0,10,0,170,21,65,0.323,11,44,0.25,10,21,0.476,0.408,3,4,0.75,9,22,31,16,10,5,14,9,56,0,
9.0,Ziaire Williams,20.0,10,1,168,23,52,0.442,11,36,0.306,12,16,0.75,0.548,12,13,0.923,4,12,16,5,5,0,2,14,69,0,
10.0,Xavier Tillman Sr.,23.0,9,6,139,18,25,0.72,1,2,0.5,17,23,0.739,0.74,3,6,0.5,13,17,30,6,6,1,10,16,40,0,
11.0,Steven Adams,28.0,7,5,114,9,21,0.429,0,0,,9,21,0.429,0.429,6,11,0.545,15,30,45,15,1,1,4,12,24,0,
12.0,John Konchar,25.0,8,0,56,3,11,0.273,1,6,0.167,2,5,0.4,0.318,2,2,1.0,3,16,19,5,3,1,1,7,9,0,
13.0,Jarrett Culver,22.0,3,0,22,3,10,0.3,0,2,0.0,3,8,0.375,0.3,1,2,0.5,2,5,7,1,2,0,2,4,7,0,
,Team Totals,,12,12,2881,477,1096,0.435,157,430,0.365,320,666,0.48,0.507,239,325,0.735,149,401,550,302,110,73,155,249,1350,1,
