Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19780,3571,7739,0.461,945,2679,0.353,2626,5060,0.519,1393,1898,0.734,1159,2873,4032,2131,800,533,1082,1620,9480
Team/G,,241.2,43.5,94.4,0.461,11.5,32.7,0.353,32.0,61.7,0.519,17.0,23.1,0.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6
Lg Rank,,13,2,1,19.0,23,23,17.0,2,1,23.0,15,7,28.0,1,8,1,6,1,1,9,17,2
Year/Year,,-0.2%,1.6%,2.8%,-0.005,3.3%,4.2%,-0.003,1.0%,2.1%,-0.006,3.3%,8.5%,-0.037,26.7%,-0.8%,5.8%,-3.5%,7.2%,28.6%,-0.7%,5.4%,2.0%
Opponent,82.0,19780,3305,7269,0.455,987,2828,0.349,2318,4441,0.522,1417,1837,0.771,821,2706,3527,2047,588,496,1235,1625,9014
Opponent/G,,241.2,40.3,88.6,0.455,12.0,34.5,0.349,28.3,54.2,0.522,17.3,22.4,0.771,10.0,33.0,43.0,25.0,7.2,6.0,15.1,19.8,109.9
Lg Rank,,13,12,17,10.0,12,12,11.0,17,22,7.0,18,19,13.0,11,9,7,16,7,30,3,14,12
Year/Year,,-0.2%,-1.7%,-0.1%,-0.008,-6.4%,-1.7%,-0.018,0.4%,1.0%,-0.003,-0.5%,1.6%,-0.016,2.4%,-5.5%,-3.8%,-1.6%,-6.5%,15.5%,1.5%,8.3%,-2.1%
