Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Desmond Bane,23,12,12,428,8.3,17.5,0.478,4.7,9.7,0.489,3.6,7.8,0.465,0.613,3.3,3.8,0.857,0.5,4.4,4.9,2.9,1.2,1.0,1.8,2.5,24.7,123,111,
2,Ja Morant,22,9,9,338,11.3,25.6,0.44,2.4,7.0,0.34,8.9,18.6,0.478,0.486,9.0,12.1,0.747,1.8,8.2,10.0,12.2,2.5,0.6,4.5,3.1,33.9,115,106,
3,Dillon Brooks,26,11,11,335,8.4,24.1,0.349,3.5,10.1,0.347,4.9,14.0,0.35,0.422,2.2,3.5,0.64,1.1,3.1,4.2,4.2,1.5,0.4,3.1,5.1,22.6,90,112,
4,Jaren Jackson Jr.,22,12,12,332,8.4,22.1,0.378,3.8,10.2,0.375,4.5,11.9,0.381,0.465,5.7,7.5,0.755,3.7,7.8,11.5,1.6,1.3,4.2,2.4,7.5,26.2,106,104,
5,Brandon Clarke,25,12,0,296,8.9,14.5,0.615,0.0,0.2,0.0,8.9,14.3,0.622,0.615,5.7,8.6,0.667,5.9,7.3,13.2,3.8,1.4,1.6,1.9,3.7,23.5,133,108,
6,Tyus Jones,25,12,3,262,7.0,17.8,0.394,3.2,8.1,0.4,3.8,9.7,0.389,0.485,2.5,2.7,0.933,0.7,6.3,7.0,9.7,2.5,0.4,2.3,1.4,19.7,114,108,
7,Kyle Anderson,28,12,1,221,6.2,10.8,0.569,0.6,2.6,0.25,5.5,8.3,0.667,0.598,2.3,3.8,0.611,2.1,8.9,11.1,4.5,2.3,1.5,2.1,4.7,15.3,119,105,
8,De'Anthony Melton,23,10,0,170,5.8,18.0,0.323,3.0,12.2,0.25,2.8,5.8,0.476,0.408,0.8,1.1,0.75,2.5,6.1,8.6,4.4,2.8,1.4,3.9,2.5,15.5,85,106,
9,Ziaire Williams,20,10,1,168,6.4,14.6,0.442,3.1,10.1,0.306,3.4,4.5,0.75,0.548,3.4,3.6,0.923,1.1,3.4,4.5,1.4,1.4,0.0,0.6,3.9,19.3,125,112,
10,Xavier Tillman Sr.,23,9,6,139,6.1,8.5,0.72,0.3,0.7,0.5,5.8,7.8,0.739,0.74,1.0,2.0,0.5,4.4,5.8,10.1,2.0,2.0,0.3,3.4,5.4,13.5,115,109,
11,Steven Adams,28,7,5,114,3.7,8.7,0.429,0.0,0.0,,3.7,8.7,0.429,0.429,2.5,4.5,0.545,6.2,12.4,18.6,6.2,0.4,0.4,1.6,4.9,9.9,120,109,
12,John Konchar,25,8,0,56,2.5,9.2,0.273,0.8,5.0,0.167,1.7,4.2,0.4,0.318,1.7,1.7,1.0,2.5,13.4,16.0,4.2,2.5,0.8,0.8,5.9,7.6,103,103,
13,Jarrett Culver,22,3,0,22,6.4,21.4,0.3,0.0,4.3,0.0,6.4,17.1,0.375,0.3,2.1,4.3,0.5,4.3,10.7,15.0,2.1,4.3,0.0,4.3,8.5,15.0,70,101,
