Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Steven Adams,28.0,C,7,5,114,0.429,0.429,,0.429,0.545,0.464,0.524,0.0,93,80,,81,70,82,211,0,
2.0,Kyle Anderson,28.0,PF,12,1,221,0.569,0.667,0.25,0.598,0.611,0.611,0.353,0.235,123,125,71.0,112,79,108,142,59,
3.0,Desmond Bane,23.0,SG,12,12,428,0.478,0.465,0.489,0.613,0.857,0.645,0.22,0.553,104,87,138.0,115,111,114,89,139,
4.0,Dillon Brooks,26.0,SF,11,11,335,0.349,0.35,0.347,0.422,0.64,0.44,0.145,0.419,76,66,98.0,79,83,78,59,105,
5.0,Brandon Clarke,25.0,PF,12,0,296,0.615,0.622,0.0,0.615,0.667,0.645,0.593,0.011,133,117,0.0,116,86,114,239,3,
6.0,Jarrett Culver,22.0,SG,3,0,22,0.3,0.375,0.0,0.3,0.5,0.322,0.2,0.2,65,70,0.0,56,65,57,81,50,
7.0,Jaren Jackson Jr.,22.0,PF,12,12,332,0.378,0.381,0.375,0.465,0.755,0.516,0.34,0.462,82,72,106.0,87,97,91,137,116,
8.0,Tyus Jones,25.0,PG,12,3,262,0.394,0.389,0.4,0.485,0.933,0.521,0.152,0.455,85,73,113.0,91,120,92,61,114,
9.0,John Konchar,25.0,SG,8,0,56,0.273,0.4,0.167,0.318,1.0,0.379,0.182,0.545,59,75,47.0,60,129,67,73,137,
10.0,De'Anthony Melton,23.0,SG,10,0,170,0.323,0.476,0.25,0.408,0.75,0.419,0.062,0.677,70,89,71.0,77,97,74,25,170,
11.0,Ja Morant,22.0,PG,9,9,338,0.44,0.478,0.34,0.486,0.747,0.549,0.473,0.272,95,90,96.0,91,96,97,191,68,
12.0,Xavier Tillman Sr.,23.0,PF,9,6,139,0.72,0.739,0.5,0.74,0.5,0.724,0.24,0.08,156,139,141.0,139,65,128,97,20,
13.0,Ziaire Williams,20.0,SF,10,1,168,0.442,0.75,0.306,0.548,0.923,0.598,0.25,0.692,96,141,86.0,103,119,106,101,173,
,Team Totals,,,12,12,2881,0.435,0.48,0.365,0.507,0.735,0.545,0.297,0.392,94,90,103.0,95,95,96,119,98,
