Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Nickeil Alexander-Walker,27.0,SG,25,22,817,0.453,0.51,0.391,0.547,0.869,0.596,0.282,0.484,96,93,109.0,100,110.0,102,101,117,2.0,11.1,
2.0,Dyson Daniels,22.0,SG,27,27,921,0.491,0.553,0.159,0.504,0.625,0.518,0.171,0.157,104,101,44.0,92,79.0,89,61,38,-23.1,-39.3,
3.0,Mouhamed Gueye,23.0,PF,27,3,457,0.488,0.649,0.273,0.547,0.565,0.553,0.178,0.426,104,118,76.0,100,72.0,95,64,103,0.5,-8.2,
4.0,Caleb Houstan,23.0,SF,8,0,43,0.462,0.333,0.5,0.654,1.0,0.698,0.231,0.769,98,61,139.0,120,127.0,120,83,186,2.8,3.3,
5.0,Jalen Johnson,24.0,SF,24,24,843,0.516,0.559,0.385,0.564,0.813,0.613,0.362,0.25,110,102,107.0,104,103.0,105,130,60,14.6,27.0,
6.0,Luke Kennard,29.0,SG,24,0,492,0.472,0.542,0.429,0.604,0.957,0.64,0.184,0.616,100,99,119.0,111,121.0,110,66,149,14.8,15.5,
7.0,Vit Krejci,25.0,PG,23,1,549,0.509,0.676,0.465,0.693,0.737,0.7,0.117,0.791,108,123,129.0,127,94.0,120,42,191,48.4,40.2,
8.0,Asa Newell,20.0,PF,17,0,158,0.579,0.625,0.52,0.693,0.75,0.706,0.211,0.439,123,114,144.0,127,95.0,121,76,106,16.9,15.4,
9.0,N'Faly Dante,24.0,C,4,0,15,0.25,0.25,,0.25,1.0,0.338,0.25,0.0,53,46,,46,127.0,58,90,0,-2.4,-2.2,
10.0,Onyeka Okongwu,25.0,C,26,15,802,0.495,0.597,0.36,0.573,0.757,0.599,0.233,0.429,105,109,100.0,105,96.0,103,84,104,17.6,11.4,
11.0,Kristaps Porziņģis,30.0,C,13,12,337,0.497,0.584,0.364,0.569,0.855,0.631,0.413,0.395,106,107,101.0,104,109.0,108,149,95,8.1,18.9,
12.0,Zaccharie Risacher,20.0,SF,24,24,591,0.463,0.595,0.305,0.532,0.697,0.548,0.143,0.455,99,109,85.0,98,88.0,94,51,110,-5.7,-17.3,
13.0,Jacob Toppin,25.0,SF,5,0,17,0.667,0.667,,0.667,,0.667,0.0,0.0,142,122,,122,,114,0,0,1.5,1.0,
14.0,Keaton Wallace,26.0,PG,25,2,349,0.396,0.371,0.41,0.526,0.5,0.528,0.104,0.635,84,68,114.0,97,63.0,91,37,153,-3.6,-11.1,
15.0,Trae Young,27.0,PG,5,5,139,0.371,0.477,0.192,0.407,0.821,0.511,0.557,0.371,79,87,53.0,75,104.0,88,200,90,-19.3,-12.6,
,Team Totals,,,27,27,6530,0.482,0.561,0.372,0.56,0.788,0.593,0.248,0.418,103,102,103.0,103,100.0,102,89,101,73.1,53.1,
