Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Dyson Daniels,22.0,SG,27,27,921,0,52,47,1,0,3.6,9.7,34,21,32,3,25,9,367,8,17,
2.0,Jalen Johnson,24.0,SF,24,24,843,0,0,4,96,0,1.7,2.8,46,18,31,8,64,3,476,14,27,
3.0,Nickeil Alexander-Walker,27.0,SG,25,22,817,55,42,3,0,0,0.5,-0.6,29,16,30,2,42,21,205,8,21,
4.0,Onyeka Okongwu,25.0,C,26,15,802,0,0,0,7,93,-2.9,-9.4,21,15,52,11,37,1,193,11,16,
5.0,Zaccharie Risacher,20.0,SF,24,24,591,0,4,91,5,0,3.7,5.4,7,7,33,3,16,0,92,6,9,
6.0,Vit Krejci,25.0,PG,23,1,549,63,37,0,0,0,2.5,3.0,10,6,25,3,7,2,102,0,6,
7.0,Luke Kennard,29.0,SG,24,0,492,4,52,45,0,0,-0.9,-2.6,15,5,15,2,6,1,145,2,9,
8.0,Mouhamed Gueye,23.0,PF,27,3,457,0,0,0,62,38,2.2,2.2,13,2,23,0,12,0,61,4,5,
9.0,Keaton Wallace,26.0,PG,25,2,349,100,0,0,0,0,-7.1,-10.5,8,8,19,1,5,1,163,0,4,
10.0,Kristaps Porziņģis,30.0,C,13,12,337,0,0,0,0,100,3.0,3.0,4,4,23,3,29,0,92,5,3,
11.0,Asa Newell,20.0,PF,17,0,158,0,0,0,78,22,0.6,-0.2,2,2,13,2,5,0,22,2,6,
12.0,Trae Young,27.0,PG,5,5,139,100,0,0,0,0,-9.0,-11.0,9,1,5,0,14,5,91,4,1,
13.0,Caleb Houstan,23.0,SF,8,0,43,0,14,83,3,0,-18.2,-19.6,1,1,3,1,1,0,4,0,1,
14.0,Jacob Toppin,25.0,SF,5,0,17,0,0,92,8,0,45.2,45.0,0,0,0,0,0,0,3,0,0,
15.0,N'Faly Dante,24.0,C,4,0,15,0,0,0,0,100,30.3,29.9,1,0,1,0,0,0,0,0,0,
,Team Totals,,,27,27,6530,20,20,20,20,20,0.7,0.6,200,106,305,39,263,43,2016,64,125,
