unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Jabari Smith Jr.,40:54,10,19,.526,2,7,.286,0,0,,1,7,8,3,1,1,1,2,22,17.5,-13,True,,HOU,DAL,DAL,HOU,False,True,7ee77ea30d8789fd7c9f07c2e2b43145bffa5816,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Amen Thompson,33:04,2,11,.182,0,3,.000,3,4,.750,4,2,6,6,3,1,6,4,7,3.4,-14,True,,HOU,DAL,DAL,HOU,False,True,2525f21821c912a713eb945002abe78821e97931,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Kevin Durant,31:16,11,20,.550,1,3,.333,4,4,1.000,0,1,1,3,0,0,1,1,27,18.4,-12,True,,HOU,DAL,DAL,HOU,False,True,2c1ec468a1b82e0145e40bb3c79330f77dab539e,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Clint Capela,29:57,4,7,.571,0,0,,0,1,.000,5,3,8,1,0,2,2,3,8,7.6,-6,True,,HOU,DAL,DAL,HOU,False,True,7b90b5d5e52fc6bb21adec56bc2a8a4fee00b640,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Josh Okogie,23:20,2,3,.667,1,2,.500,2,2,1.000,4,2,6,0,2,1,2,1,7,9.4,-8,True,,HOU,DAL,DAL,HOU,False,True,194b006ab21ad1de8fc1b9ee67b42782740bdbe6,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,HOU,DAL,DAL,HOU,False,True,020a2608c5f29e48d01f2785908b18ec1f6a0b34,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Aaron Holiday,26:47,7,12,.583,3,6,.500,2,2,1.000,0,2,2,0,1,1,2,1,19,13.3,+6,True,,HOU,DAL,DAL,HOU,False,True,1f1def3c7109743de89294088b5742f91d2d5ca2,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Reed Sheppard,20:14,5,8,.625,2,3,.667,0,0,,1,1,2,3,0,0,3,5,12,6.5,+5,True,,HOU,DAL,DAL,HOU,False,True,190991c9ddc64a4103018e8283e793c659f76ea5,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Jae'Sean Tate,17:16,2,4,.500,1,3,.333,0,0,,0,3,3,3,1,0,1,3,5,4.8,-5,True,,HOU,DAL,DAL,HOU,False,True,1cc9d10740b1f95ff3cf6abb0408a7a38d2825a2,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
JD Davison,8:40,0,1,.000,0,1,.000,0,0,,1,0,1,2,0,0,0,0,0,1.4,-14,True,,HOU,DAL,DAL,HOU,False,True,fb0bbb66b699b04697c016a5401d23c3529d9002,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Jeff Green,6:26,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4,-6,True,,HOU,DAL,DAL,HOU,False,True,ae2a4b5cdbbb6e0c15cc302ee987f254a4ba6e3a,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Isaiah Crawford,2:06,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+2,True,,HOU,DAL,DAL,HOU,False,True,1728732598bde3ac9e2060f9a44ac30c85ff11b1,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Tyler Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,HOU,DAL,DAL,HOU,False,True,036fa78c7005c23b6ef1059eb6b7fb98ca175a8a,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
Team Totals,240,44,87,.506,10,29,.345,11,13,.846,16,21,37,22,8,6,20,20,109,,,True,,HOU,DAL,DAL,HOU,False,True,750a625adee0fa816a0c7f483695d6e25bbb1f7f,202512060DAL,"Houston Rockets at Dallas Mavericks Box Score, December 6, 2025",2026-01-20T14:19:14.768303,box-HOU-game-basic
