unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
CJ McCollum,33:16,9,19,.474,2,6,.333,5,6,.833,1,5,6,2,2,2,3,3,25,17.7,-11,True,,WAS,DAL,WAS,DAL,True,False,309742d3a466f95b52c50b4458ae79de4744ee23,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Alex Sarr,30:43,6,16,.375,0,3,.000,5,6,.833,4,2,6,5,2,3,2,2,17,16.0,+1,True,,WAS,DAL,WAS,DAL,True,False,1a4d2413a9eeb40553055b271b3fa6283429e69a,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Kyshawn George,28:45,3,9,.333,2,6,.333,2,2,1.000,0,2,2,3,1,0,2,6,10,4.2,-1,True,,WAS,DAL,WAS,DAL,True,False,0f6bb69123fb6eb168a89c5564f3c04f089ca7c0,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Tre Johnson,26:10,4,13,.308,1,6,.167,0,0,,1,8,9,0,1,0,3,0,9,2.6,+1,True,,WAS,DAL,WAS,DAL,True,False,df3e471ced582cb329663e8ec84d4abb7ac67d64,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Justin Champagnie,11:54,0,0,,0,0,,0,0,,1,4,5,0,1,0,0,4,0,1.3,+11,True,,WAS,DAL,WAS,DAL,True,False,c757dad0b663a55b0ea19151c96fc8018f207485,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,WAS,DAL,WAS,DAL,True,False,227b8f6178b3fc1b6e8f56c0173892a6f26b810e,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Cam Whitmore,29:15,7,13,.538,3,6,.500,2,2,1.000,0,3,3,0,0,0,0,1,19,13.2,-9,True,,WAS,DAL,WAS,DAL,True,False,bf2aa9ba7a3c56d12cf564af29c590e751053456,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Bub Carrington,28:08,2,7,.286,2,5,.400,3,3,1.000,0,3,3,2,0,0,5,1,9,1.8,-14,True,,WAS,DAL,WAS,DAL,True,False,3200459adfb2ab62bef60108cb60d159a7a88eca,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Corey Kispert,24:20,1,3,.333,1,2,.500,1,2,.500,0,1,1,2,0,1,0,1,4,3.9,-4,True,,WAS,DAL,WAS,DAL,True,False,f884476fff77d1a218c376e9556885d963d38d71,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Marvin Bagley III,17:17,4,7,.571,0,0,,2,2,1.000,3,2,5,1,0,1,2,1,10,8.4,-7,True,,WAS,DAL,WAS,DAL,True,False,ae3716e24eca15dc47301b1579800609e62c67e2,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Malaki Branham,9:42,1,2,.500,0,1,.000,0,0,,2,2,4,2,0,0,1,2,2,2.6,0,True,,WAS,DAL,WAS,DAL,True,False,f714ecff142a4cc52ada34ce22d6a992ba263e67,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Jamir Watkins,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3,True,,WAS,DAL,WAS,DAL,True,False,a71d82f48d7cbb0ffe7b3f3152fbfbbc2415ec60,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,WAS,DAL,WAS,DAL,True,False,9cbea7b03dd2ce176d899e5d88aa742fbc723a0f,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
AJ Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,WAS,DAL,WAS,DAL,True,False,9fad45033291a5ad384a1928ae5729b81ea48d5f,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Will Riley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,WAS,DAL,WAS,DAL,True,False,da7ca4ca09e1a03094df81898b011601a63588b8,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Tristan Vukcevic,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,coach_decision,WAS,DAL,WAS,DAL,True,False,dd7181f03cb34277f92b333e31bf1a92ac542549,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
Team Totals,240,37,89,.416,11,35,.314,20,23,.870,12,32,44,17,7,7,18,21,105,,,True,,WAS,DAL,WAS,DAL,True,False,649601d5ffeb10ad277e9a2b25a87edf85ac24df,202511080WAS,"Dallas Mavericks at Washington Wizards Box Score, November 8, 2025",2025-12-31T08:21:56.613118,box-WAS-game-basic
