unnamed_0_level_0_starters,basic_box_score_stats_mp,basic_box_score_stats_fg,basic_box_score_stats_fga,basic_box_score_stats_fg,basic_box_score_stats_3p,basic_box_score_stats_3pa,basic_box_score_stats_3p,basic_box_score_stats_ft,basic_box_score_stats_fta,basic_box_score_stats_ft,basic_box_score_stats_orb,basic_box_score_stats_drb,basic_box_score_stats_trb,basic_box_score_stats_ast,basic_box_score_stats_stl,basic_box_score_stats_blk,basic_box_score_stats_tov,basic_box_score_stats_pf,basic_box_score_stats_pts,basic_box_score_stats_gmsc,basic_box_score_stats_,did_play,dnp_reason,team,opponent,home_team,away_team,is_home,is_away,player_uid,game_id,game_date,scraped_at,table_id
Cody Williams,32:28,5,9,.556,1,3,.333,4,5,.800,1,1,2,0,0,0,0,3,15,10.1,-60,True,,UTA,CHO,UTA,CHO,True,False,4419abf5d0bc70099c2eb84e91ad0f5fc02739bc,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Brice Sensabaugh,29:54,9,16,.563,3,9,.333,5,6,.833,1,2,3,0,0,0,4,1,26,14.9,-21,True,,UTA,CHO,UTA,CHO,True,False,550f528da412cedbdadc62c45f267d54a7e2752e,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Taylor Hendricks,28:51,2,6,.333,0,4,.000,3,4,.750,0,4,4,1,0,0,0,1,7,4.7,-31,True,,UTA,CHO,UTA,CHO,True,False,2ab25844632968f6f76b431c8c31957ef01c5005,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Keyonte George,23:21,2,7,.286,0,2,.000,0,0,,1,1,2,5,1,1,5,1,4,0.7,-38,True,,UTA,CHO,UTA,CHO,True,False,e62d58493e563dbf423748cc3160f9e506c33543,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Kevin Love,15:20,1,5,.200,0,2,.000,0,0,,3,2,5,0,0,0,1,1,2,0.2,-26,True,,UTA,CHO,UTA,CHO,True,False,0be9107bbda6c387a200d158c5a8183ea7e1dec5,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,True,,UTA,CHO,UTA,CHO,True,False,e4437db2498e018712c9ded96fdd867ce4e516d2,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Isaiah Collier,34:27,8,16,.500,0,2,.000,1,2,.500,0,1,1,9,2,0,1,4,17,14.6,-27,True,,UTA,CHO,UTA,CHO,True,False,2206b49b9a68bf5b780effad71677f08bac311de,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Walter Clayton,29:31,4,9,.444,3,7,.429,2,2,1.000,0,0,0,4,1,0,2,5,13,8.1,-28,True,,UTA,CHO,UTA,CHO,True,False,d2b6a46be48c54819dfc8349d2b52d2aba270afa,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Kyle Filipowski,24:42,2,10,.200,0,1,.000,0,0,,3,7,10,1,1,1,1,5,4,1.4,-24,True,,UTA,CHO,UTA,CHO,True,False,96f4eda335777cc6531bcfe3b5c5bb3f406fc478,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
Kyle Anderson,21:26,3,10,.300,0,1,.000,1,2,.500,2,2,4,2,1,0,1,0,7,4.2,-20,True,,UTA,CHO,UTA,CHO,True,False,edb5e5f37b4c81bc8aa09b927d95b0a466a713f9,202601100UTA,"Charlotte Hornets at Utah Jazz Box Score, January 10, 2026",2026-01-20T14:49:13.230532,box-UTA-game-basic
