Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Bub Carrington,19,82,57,2458,5.8,14.5,0.401,2.7,7.9,0.339,3.1,6.6,0.475,0.493,1.3,1.6,0.812,0.6,6.0,6.6,7.0,1.0,0.4,2.7,3.7,15.6,104,121,
2,Jordan Poole,25,68,68,2001,10.9,25.1,0.432,5.6,14.8,0.378,5.3,10.3,0.51,0.544,5.8,6.5,0.883,0.7,4.1,4.8,7.2,2.0,0.6,4.9,4.8,33.1,109,120,
3,Bilal Coulibaly,20,59,59,1948,6.4,15.2,0.421,1.5,5.5,0.281,4.9,9.8,0.5,0.472,3.4,4.5,0.746,2.2,5.0,7.2,4.9,1.9,1.0,3.1,3.4,17.8,103,120,
4,Alex Sarr,19,67,67,1814,8.5,21.7,0.394,2.8,8.9,0.308,5.8,12.8,0.454,0.457,2.9,4.3,0.679,3.3,8.2,11.4,4.2,1.2,2.6,3.0,3.8,22.8,99,117,ROY-4
5,Kyshawn George,21,68,38,1802,5.4,14.4,0.372,3.0,9.3,0.322,2.3,5.1,0.464,0.476,1.8,2.5,0.753,1.3,6.2,7.5,4.5,1.8,1.3,2.6,5.3,15.6,100,118,
6,Corey Kispert,25,61,0,1602,7.6,16.8,0.451,3.6,9.8,0.364,4.0,7.0,0.574,0.558,2.2,2.6,0.852,1.1,4.3,5.4,3.1,0.8,0.4,1.9,2.9,20.9,112,123,
7,Justin Champagnie,23,62,31,1340,7.5,14.6,0.511,2.6,6.9,0.383,4.8,7.7,0.624,0.601,1.8,2.6,0.685,4.0,8.5,12.5,2.1,2.3,1.4,1.9,3.9,19.3,119,116,
8,Jonas Valančiūnas,32,49,12,983,11.2,20.4,0.547,0.3,1.3,0.259,10.8,19.1,0.567,0.556,4.6,5.1,0.896,5.8,13.7,19.6,5.2,1.1,1.4,4.3,4.7,27.3,115,115,
9,Kyle Kuzma,29,32,30,887,10.2,24.4,0.42,2.4,8.6,0.281,7.8,15.8,0.495,0.469,3.2,5.3,0.602,1.4,8.5,9.9,4.2,1.1,0.4,3.9,2.8,26.1,93,120,
10,AJ Johnson,20,22,11,595,5.9,15.5,0.381,1.7,6.8,0.247,4.2,8.7,0.486,0.436,2.5,2.8,0.886,0.6,3.5,4.2,5.5,0.9,0.2,2.5,4.0,16.0,98,124,
11,Malcolm Brogdon,32,24,13,564,8.8,20.2,0.433,1.3,4.7,0.286,7.4,15.5,0.478,0.467,6.8,7.8,0.88,1.8,5.9,7.7,8.3,1.1,0.4,3.2,2.5,25.7,113,121,
12,Richaun Holmes,31,31,7,534,8.0,12.4,0.647,0.0,0.3,0.0,8.0,12.1,0.662,0.647,4.5,5.3,0.833,5.5,10.2,15.8,3.7,0.8,2.0,1.9,4.4,20.5,139,117,
13,Tristan Vukcevic,21,35,1,513,11.1,22.4,0.496,3.5,9.5,0.373,7.6,13.0,0.586,0.574,4.8,6.2,0.776,2.4,9.6,12.1,3.6,1.0,2.1,3.9,5.3,30.6,110,117,
14,Anthony Gill,32,51,0,397,5.2,10.5,0.489,1.2,3.7,0.323,4.0,6.8,0.579,0.545,4.0,6.0,0.66,2.2,5.8,7.9,1.9,1.1,0.2,1.2,3.6,15.5,119,122,
15,Colby Jones,22,15,0,385,5.9,12.7,0.466,1.5,4.8,0.308,4.4,7.9,0.563,0.524,2.8,4.3,0.657,1.6,6.3,7.9,4.6,2.5,0.7,2.0,3.0,16.2,112,118,
16,Jared Butler,24,32,0,362,11.2,23.1,0.483,2.0,5.4,0.366,9.2,17.7,0.519,0.526,4.6,5.9,0.778,1.8,3.5,5.4,10.8,1.6,0.7,3.8,5.3,28.9,114,122,
17,Khris Middleton,33,14,14,309,8.0,19.4,0.413,2.0,7.2,0.277,6.0,12.2,0.494,0.464,5.1,5.9,0.868,1.2,6.8,8.0,7.4,2.8,0.5,2.9,3.5,23.1,109,117,
18,Marcus Smart,30,15,1,280,8.2,18.5,0.44,3.4,8.7,0.392,4.8,9.9,0.483,0.532,4.1,5.9,0.686,0.7,4.2,4.9,6.5,2.7,0.5,3.2,3.7,23.8,109,119,
19,Johnny Davis,22,34,0,242,6.3,15.3,0.41,1.4,5.7,0.241,4.9,9.6,0.51,0.455,1.8,2.9,0.6,2.0,5.5,7.5,2.2,2.9,1.2,1.4,3.5,15.7,99,117,
20,Jaylen Martin,21,13,0,234,6.1,14.6,0.417,1.2,4.5,0.273,4.9,10.2,0.48,0.458,1.8,2.0,0.9,2.2,6.7,8.9,3.5,1.8,0.0,2.4,2.6,15.2,99,120,
21,JT Thor,22,11,0,207,3.7,10.1,0.364,0.7,3.4,0.2,3.0,6.7,0.448,0.398,1.8,3.2,0.571,3.9,5.7,9.7,1.1,1.4,1.4,0.7,2.5,9.9,103,120,
22,Marvin Bagley III,25,19,1,166,10.9,20.3,0.535,0.6,2.9,0.2,10.3,17.5,0.59,0.549,4.3,6.6,0.652,7.7,8.3,16.0,2.0,2.0,1.4,3.2,3.4,26.7,113,116,
23,Patrick Baldwin Jr.,22,22,0,101,8.0,15.5,0.515,5.2,9.9,0.524,2.8,5.7,0.5,0.682,0.9,1.9,0.5,2.4,8.0,10.4,0.9,1.4,0.9,2.4,2.4,22.1,116,119,
24,Jalen McDaniels,27,4,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,6.8,6.8,0.0,0.0,0.0,0.0,233,113,
