Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Bub Carrington,19.0,82,57,2458,300,748,0.401,138,407,0.339,162,341,0.475,0.493,69,85,0.812,33,308,341,364,54,21,141,190,807,0,
2.0,Jordan Poole,25.0,68,68,2001,457,1057,0.432,235,622,0.378,222,435,0.51,0.544,242,274,0.883,31,172,203,303,86,27,204,201,1391,0,
3.0,Bilal Coulibaly,20.0,59,59,1948,263,624,0.421,63,224,0.281,200,400,0.5,0.472,138,185,0.746,91,203,294,199,78,41,125,139,727,1,
4.0,Alex Sarr,19.0,67,67,1814,326,828,0.394,105,341,0.308,221,487,0.454,0.457,112,165,0.679,124,311,435,161,44,101,114,146,869,0,ROY-4
5.0,Kyshawn George,21.0,68,38,1802,203,546,0.372,114,354,0.322,89,192,0.464,0.476,70,93,0.753,49,236,285,169,68,50,97,201,590,0,
6.0,Corey Kispert,25.0,61,0,1602,255,565,0.451,120,330,0.364,135,235,0.574,0.558,75,88,0.852,36,145,181,103,26,14,64,98,705,0,
7.0,Justin Champagnie,23.0,62,31,1340,210,411,0.511,74,193,0.383,136,218,0.624,0.601,50,73,0.685,112,239,351,60,65,39,54,110,544,0,
8.0,Jonas Valančiūnas,32.0,49,12,983,231,422,0.547,7,27,0.259,224,395,0.567,0.556,95,106,0.896,120,284,404,108,22,28,88,97,564,0,
9.0,Kyle Kuzma,29.0,32,30,887,191,455,0.42,45,160,0.281,146,295,0.495,0.469,59,98,0.602,27,158,185,79,20,7,73,52,486,0,
10.0,AJ Johnson,20.0,22,11,595,74,194,0.381,21,85,0.247,53,109,0.486,0.436,31,35,0.886,8,44,52,69,11,3,31,50,200,0,
11.0,Malcolm Brogdon,32.0,24,13,564,104,240,0.433,16,56,0.286,88,184,0.478,0.467,81,92,0.88,21,70,91,98,13,5,38,30,305,0,
12.0,Richaun Holmes,31.0,31,7,534,90,139,0.647,0,3,0.0,90,136,0.662,0.647,50,60,0.833,62,115,177,42,9,23,21,49,230,0,
13.0,Tristan Vukcevic,21.0,35,1,513,120,242,0.496,38,102,0.373,82,140,0.586,0.574,52,67,0.776,26,104,130,39,11,23,42,57,330,0,
14.0,Anthony Gill,32.0,51,0,397,43,88,0.489,10,31,0.323,33,57,0.579,0.545,33,50,0.66,18,48,66,16,9,2,10,30,129,0,
15.0,Colby Jones,22.0,15,0,385,48,103,0.466,12,39,0.308,36,64,0.563,0.524,23,35,0.657,13,51,64,37,20,6,16,24,131,0,
16.0,Jared Butler,24.0,32,0,362,85,176,0.483,15,41,0.366,70,135,0.519,0.526,35,45,0.778,14,27,41,82,12,5,29,40,220,0,
17.0,Khris Middleton,33.0,14,14,309,52,126,0.413,13,47,0.277,39,79,0.494,0.464,33,38,0.868,8,44,52,48,18,3,19,23,150,0,
18.0,Marcus Smart,30.0,15,1,280,48,109,0.44,20,51,0.392,28,58,0.483,0.532,24,35,0.686,4,25,29,38,16,3,19,22,140,0,
19.0,Johnny Davis,22.0,34,0,242,32,78,0.41,7,29,0.241,25,49,0.51,0.455,9,15,0.6,10,28,38,11,15,6,7,18,80,0,
20.0,Jaylen Martin,21.0,13,0,234,30,72,0.417,6,22,0.273,24,50,0.48,0.458,9,10,0.9,11,33,44,17,9,0,12,13,75,0,
21.0,JT Thor,22.0,11,0,207,16,44,0.364,3,15,0.2,13,29,0.448,0.398,8,14,0.571,17,25,42,5,6,6,3,11,43,0,
22.0,Marvin Bagley III,25.0,19,1,166,38,71,0.535,2,10,0.2,36,61,0.59,0.549,15,23,0.652,27,29,56,7,7,5,11,12,93,0,
23.0,Patrick Baldwin Jr.,22.0,22,0,101,17,33,0.515,11,21,0.524,6,12,0.5,0.682,2,4,0.5,5,17,22,2,3,2,5,5,47,0,
24.0,Jalen McDaniels,27.0,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0,0,
,Team Totals,,82,82,19731,3233,7371,0.439,1075,3210,0.335,2158,4161,0.519,0.512,1315,1690,0.778,867,2716,3583,2058,623,420,1223,1618,8856,1,
