Rk,Unnamed: 1,Salary
1,Khris Middleton,"$31,000,000"
2,Jordan Poole,"$29,651,786"
3,Malcolm Brogdon,"$22,500,000"
4,Marcus Smart,"$20,210,284"
5,Richaun Holmes,"$12,648,321"
6,Alex Sarr,"$11,245,680"
7,Bilal Coulibaly,"$6,945,240"
8,Saddiq Bey,"$6,440,678"
9,Corey Kispert,"$5,705,887"
10,Bub Carrington,"$4,454,880"
11,Kyshawn George,"$2,825,520"
12,AJ Johnson,"$2,795,294"
13,Anthony Gill,"$2,237,691"
14,Colby Jones,"$2,120,693"
15,Alex Len,"$2,087,519"
16,Reggie Jackson,"$2,087,519"
17,Sidy Cissoko,"$1,891,857"
18,Justin Champagnie,"$1,800,000"
19,Ryan Rollins,"$600,000"
20,Jaylen Nowell,"$167,961"
21,Jalen McDaniels,"$119,972"
22,Erik Stevenson,"$66,503"
23,Tristan Vukcevic,
24,JT Thor,
25,RayJ Dennis,
26,Justin Champagnie,
27,Jaylen Martin,
