Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Cole Anthony,24.0,PG,5,0,51,0.286,0.5,0.0,0.286,0.75,0.349,0.286,0.429,61,92.0,0.0,53,96.0,61,118,102,
2.0,Paolo Banchero,22.0,PF,5,5,197,0.435,0.433,0.444,0.484,0.659,0.517,0.331,0.218,93,79.0,123.0,89,84.0,90,136,52,
3.0,Goga Bitadze,25.0,C,3,0,11,1.0,1.0,,1.0,,1.0,0.0,0.0,214,183.0,,184,,174,0,0,
4.0,Anthony Black,21.0,PG,5,0,89,0.405,0.542,0.154,0.432,0.692,0.48,0.351,0.351,87,99.0,43.0,80,89.0,83,145,83,
5.0,Kentavious Caldwell-Pope,31.0,SG,5,5,163,0.267,0.286,0.261,0.367,0.75,0.394,0.133,0.767,57,52.0,72.0,68,96.0,68,55,182,
6.0,Wendell Carter Jr.,25.0,C,5,5,162,0.525,0.621,0.273,0.563,0.6,0.574,0.25,0.275,112,114.0,76.0,104,77.0,100,103,65,
7.0,Tristan Da Silva,23.0,SF,2,0,5,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0.0,0,,0,0,237,
8.0,Gary Harris,30.0,SG,5,0,83,0.375,1.0,0.167,0.438,,0.438,0.0,0.75,80,183.0,46.0,81,,76,0,178,
9.0,Caleb Houstan,22.0,SF,5,0,47,0.143,0.0,0.2,0.214,,0.214,0.0,0.714,31,0.0,56.0,39,,37,0,170,
10.0,Jett Howard,21.0,SF,1,0,4,1.0,,1.0,1.5,,1.5,0.0,1.0,214,,278.0,276,,260,0,237,
11.0,Jonathan Isaac,27.0,PF,5,0,69,0.583,0.75,0.25,0.625,0.6,0.634,0.417,0.333,125,138.0,69.0,115,77.0,110,172,79,
12.0,Cory Joseph,33.0,PG,5,5,124,0.417,0.625,0.313,0.521,,0.521,0.0,0.667,89,115.0,87.0,96,,90,0,158,
13.0,Franz Wagner,23.0,SF,5,5,195,0.443,0.564,0.189,0.474,0.769,0.51,0.226,0.322,95,103.0,53.0,87,99.0,89,93,76,
,Team Totals,,,5,5,1200,0.422,0.515,0.263,0.47,0.689,0.501,0.244,0.37,90,94.0,73.0,87,88.0,87,101,88,
