Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Cole Anthony,24.0,PG,67,22,1234,0.424,0.471,0.353,0.494,0.823,0.531,0.208,0.401,91,86,98,91,106.0,92,86,95,-52.8,-53.0,
2.0,Paolo Banchero,22.0,PF,46,46,1582,0.452,0.509,0.32,0.5,0.727,0.551,0.423,0.299,97,93,89,92,93.0,96,174,71,-78.5,-54.0,
3.0,Goga Bitadze,25.0,C,70,42,1430,0.611,0.656,0.107,0.615,0.639,0.631,0.392,0.083,131,120,30,113,82.0,110,162,20,48.8,43.9,
4.0,Anthony Black,21.0,PG,78,10,1887,0.423,0.471,0.318,0.473,0.761,0.521,0.318,0.315,90,86,88,87,98.0,90,131,75,-87.4,-78.4,
5.0,Kentavious Caldwell-Pope,31.0,SG,77,77,2279,0.439,0.589,0.342,0.543,0.863,0.574,0.175,0.607,94,108,95,100,111.0,100,72,144,0.1,-2.1,
6.0,Wendell Carter Jr.,25.0,C,68,51,1758,0.46,0.568,0.234,0.498,0.737,0.544,0.356,0.322,99,104,65,92,95.0,94,147,76,-44.3,-36.6,
7.0,Tristan Da Silva,23.0,SF,74,38,1629,0.412,0.488,0.335,0.495,0.873,0.522,0.13,0.495,88,89,93,91,112.0,91,54,117,-46.6,-55.5,
8.0,Gary Harris,30.0,SG,48,3,711,0.383,0.469,0.356,0.519,0.583,0.524,0.09,0.759,82,86,99,96,75.0,91,37,180,-6.5,-14.4,
9.0,Caleb Houstan,22.0,SF,58,6,788,0.421,0.533,0.4,0.589,0.882,0.605,0.089,0.842,90,98,111,109,113.0,105,37,200,17.6,11.4,
10.0,Jett Howard,21.0,SF,60,0,701,0.374,0.566,0.296,0.479,0.696,0.491,0.088,0.71,80,104,82,88,89.0,85,36,169,-33.6,-46.6,
11.0,Jonathan Isaac,27.0,PF,71,1,1090,0.414,0.549,0.258,0.474,0.682,0.512,0.33,0.466,89,101,72,87,87.0,89,136,111,-44.9,-47.6,
12.0,Cory Joseph,33.0,PG,50,16,612,0.403,0.489,0.364,0.529,0.778,0.547,0.117,0.695,86,90,101,97,100.0,95,48,165,-4.3,-9.6,
13.0,Mac McClung,26.0,SG,2,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0,0,0,0,,0,0,119,-2.2,-2.3,
14.0,Trevelin Queen,27.0,SG,31,2,430,0.381,0.486,0.286,0.456,0.857,0.486,0.143,0.524,82,89,79,84,110.0,84,59,124,-25.7,-28.0,
15.0,Jalen Suggs,23.0,PG,35,35,1002,0.41,0.506,0.314,0.489,0.882,0.536,0.229,0.503,88,93,87,90,113.0,93,94,119,-52.4,-43.1,
16.0,Franz Wagner,23.0,SF,60,60,2023,0.463,0.535,0.295,0.507,0.871,0.558,0.268,0.303,99,98,82,93,112.0,97,110,72,-83.0,-46.6,
17.0,Moritz Wagner,27.0,C,30,1,564,0.562,0.649,0.36,0.616,0.718,0.649,0.442,0.301,120,119,100,114,92.0,113,182,72,36.6,43.3,
,Team Totals,,,82,82,19730,0.445,0.533,0.318,0.51,0.775,0.55,0.269,0.411,95,98,88,94,99.0,95,111,98,-459.1,-419.2,
