Rk,Unnamed: 1,Salary
1,Jonathan Isaac,"$25,000,000"
2,Kentavious Caldwell-Pope,"$22,757,000"
3,Cole Anthony,"$12,900,000"
4,Paolo Banchero,"$12,160,800"
5,Wendell Carter,"$11,950,000"
6,Moritz Wagner,"$11,000,000"
7,Jalen Suggs,"$9,188,385"
8,Goga Bitadze,"$9,057,971"
9,Anthony Black,"$7,607,760"
10,Gary Harris,"$7,500,000"
11,Franz Wagner,"$7,007,092"
12,Jett Howard,"$5,278,320"
13,Tristan Da Silva,"$3,628,440"
14,Cory Joseph,"$3,303,771"
15,Caleb Houstan,"$2,019,699"
16,Trevelin Queen,
17,Mac McClung,
18,Ethan Thompson,
