Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Paolo Banchero,22.0,PF,5,5,197,20.3,0.517,0.218,0.331,6.5,19.6,12.5,22.8,0.8,2.1,9.6,36.4,0.1,0.1,0.2,0.039,5.0,0.4,5.3,0.4,
2.0,Franz Wagner,23.0,SF,5,5,195,19.1,0.51,0.322,0.226,1.6,13.9,7.2,29.9,1.6,1.1,7.3,32.0,0.1,0.1,0.2,0.058,3.3,1.3,4.6,0.3,
3.0,Kentavious Caldwell-Pope,31.0,SG,5,5,163,5.7,0.394,0.767,0.133,0.7,11.1,5.4,8.0,2.3,1.9,5.9,9.5,-0.1,0.1,0.0,0.001,-5.4,2.4,-3.0,0.0,
4.0,Wendell Carter Jr.,25.0,C,5,5,162,14.3,0.574,0.275,0.25,12.6,27.9,19.5,6.1,0.7,1.3,15.3,14.8,0.1,0.1,0.2,0.072,-1.0,-0.1,-1.1,0.0,
5.0,Cory Joseph,33.0,PG,5,5,124,9.9,0.521,0.667,0.0,0.9,8.3,4.2,18.3,2.1,1.7,7.7,9.6,0.1,0.1,0.2,0.065,-2.6,3.0,0.3,0.1,
6.0,Anthony Black,21.0,PG,5,0,89,15.4,0.48,0.351,0.351,12.0,17.4,14.5,0.0,2.4,1.2,4.5,23.0,0.0,0.1,0.1,0.052,-1.2,0.8,-0.5,0.0,
7.0,Gary Harris,30.0,SG,5,0,83,4.6,0.438,0.75,0.0,1.3,6.2,3.5,5.1,1.9,1.2,0.0,4.4,0.0,0.0,0.0,0.027,-5.8,2.7,-3.1,0.0,
8.0,Jonathan Isaac,27.0,PF,5,0,69,12.3,0.634,0.333,0.417,7.8,9.4,8.5,4.5,1.5,1.5,12.3,10.7,0.1,0.0,0.1,0.08,-1.1,1.2,0.1,0.0,
9.0,Cole Anthony,24.0,PG,5,0,51,-4.4,0.349,0.429,0.286,6.3,10.1,8.0,17.7,0.0,2.0,36.3,22.2,-0.3,0.0,-0.3,-0.276,-13.4,-3.0,-16.4,-0.2,
10.0,Caleb Houstan,22.0,SF,5,0,47,-4.1,0.214,0.714,0.0,4.6,5.5,5.0,3.0,0.0,2.2,12.5,15.6,-0.2,0.0,-0.2,-0.215,-9.0,-3.6,-12.6,-0.1,
11.0,Goga Bitadze,25.0,C,3,0,11,9.0,1.0,0.0,0.0,0.0,35.2,16.0,14.0,0.0,9.3,0.0,4.2,0.0,0.0,0.0,0.191,-10.7,6.3,-4.4,0.0,
12.0,Tristan Da Silva,23.0,SF,2,0,5,-11.8,0.0,1.0,0.0,0.0,100.0,46.8,27.0,0.0,0.0,66.7,27.4,-0.1,0.0,-0.1,-0.629,-22.2,-0.5,-22.6,0.0,
13.0,Jett Howard,21.0,SF,1,0,4,61.8,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.319,38.1,9.4,47.5,0.0,
,Team Totals,,,5,5,1200,,0.501,0.37,0.244,,,,,,,,,-0.1,0.6,0.6,0.023,-1.3,1.0,-0.3,0.5,
