Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Nikola Jokić,25.0,10,10,345,116,228,0.509,20,53,0.377,96,175,0.549,0.553,46,55,0.836,37,79,116,50,6,9,24,23,298,1,
2.0,Michael Porter Jr.,22.0,10,10,332,64,135,0.474,29,73,0.397,35,62,0.565,0.581,17,21,0.81,12,50,62,13,11,3,16,31,174,0,
3.0,Austin Rivers,28.0,10,9,305,30,69,0.435,19,46,0.413,11,23,0.478,0.572,13,16,0.813,1,16,17,21,2,3,9,32,92,0,
4.0,Aaron Gordon,25.0,10,10,299,43,99,0.434,9,23,0.391,34,76,0.447,0.48,16,25,0.64,21,33,54,20,5,3,14,23,111,0,
5.0,Monte Morris,25.0,10,1,286,50,116,0.431,16,40,0.4,34,76,0.447,0.5,21,29,0.724,7,17,24,55,10,2,7,12,137,0,
6.0,Facundo Campazzo,29.0,10,9,270,29,74,0.392,19,48,0.396,10,26,0.385,0.52,16,19,0.842,7,23,30,41,14,4,15,35,93,0,
7.0,JaMychal Green,30.0,10,0,190,20,45,0.444,6,20,0.3,14,25,0.56,0.511,8,9,0.889,17,35,52,11,2,2,3,12,54,0,
8.0,Markus Howard,21.0,9,0,112,15,37,0.405,11,26,0.423,4,11,0.364,0.554,1,2,0.5,1,6,7,4,0,1,0,10,42,0,
9.0,Paul Millsap,35.0,9,0,109,22,50,0.44,6,23,0.261,16,27,0.593,0.5,8,13,0.615,9,26,35,15,3,6,8,14,58,0,
10.0,Will Barton,30.0,3,1,83,19,43,0.442,7,21,0.333,12,22,0.545,0.523,4,4,1.0,1,12,13,8,2,1,4,4,49,0,
11.0,Shaquille Harrison,27.0,9,0,40,3,4,0.75,1,1,1.0,2,3,0.667,0.875,2,3,0.667,0,8,8,3,3,3,5,3,9,0,
12.0,JaVale McGee,33.0,4,0,34,3,10,0.3,0,2,0.0,3,8,0.375,0.3,2,6,0.333,3,9,12,3,1,5,1,4,8,0,
13.0,Vlatko Čančar,23.0,5,0,21,3,3,1.0,1,1,1.0,2,2,1.0,1.167,4,5,0.8,0,3,3,1,1,1,1,0,11,0,
14.0,Zeke Nnaji,20.0,5,0,18,4,8,0.5,3,7,0.429,1,1,1.0,0.688,1,2,0.5,1,1,2,2,1,0,0,1,12,0,
15.0,Bol Bol,21.0,3,0,6,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,2,0,0,0,0,0,0,
,Team Totals,,10,10,2450,421,922,0.457,147,385,0.382,274,537,0.51,0.536,159,209,0.761,117,319,436,249,61,43,107,204,1148,1,
