Rk,Unnamed: 1,Salary
1,Nikola Jokić,"$29,542,010"
2,Jamal Murray,"$27,285,000"
3,Aaron Gordon,"$18,136,364"
4,Will Barton,"$13,723,214"
5,Paul Millsap,"$10,000,000"
6,JaMychal Green,"$7,199,760"
7,JaVale McGee,"$4,200,000"
8,Michael Porter,"$3,550,800"
9,Facundo Campazzo,"$3,100,000"
10,Zeke Nnaji,"$2,379,840"
11,Bol Bol,"$2,058,240"
12,Gary Clark,"$2,000,000"
13,PJ Dozier,"$1,762,796"
14,Monte Morris,"$1,723,707"
15,Vlatko Čančar,"$1,517,981"
16,Austin Rivers,"$299,694"
17,Greg Whittington,$0
18,Markus Howard,$0
19,Shaquille Harrison,$0
