Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Will Barton,30.0,SF,3,1,83,0.442,0.545,0.333,0.523,1.0,0.547,0.093,0.488,95,103.0,91,97,129.0,96,38,125,
2.0,Bol Bol,21.0,PF,3,0,6,0.0,,0.0,0.0,,0.0,0.0,1.0,0,,0,0,,0,0,255,
3.0,Facundo Campazzo,29.0,PG,10,9,270,0.392,0.385,0.396,0.52,0.842,0.565,0.257,0.649,84,73.0,108,97,108.0,99,104,166,
4.0,Vlatko Čančar,23.0,PF,5,0,21,1.0,1.0,1.0,1.167,0.8,1.058,1.667,0.333,215,189.0,273,217,103.0,185,675,85,
5.0,Aaron Gordon,25.0,PF,10,10,299,0.434,0.447,0.391,0.48,0.64,0.505,0.253,0.232,93,84.0,107,89,82.0,88,102,59,
6.0,JaMychal Green,30.0,PF,10,0,190,0.444,0.56,0.3,0.511,0.889,0.551,0.2,0.444,95,106.0,82,95,114.0,96,81,113,
7.0,Shaquille Harrison,27.0,SG,9,0,40,0.75,0.667,1.0,0.875,0.667,0.846,0.75,0.25,161,126.0,273,163,86.0,148,304,64,
8.0,Markus Howard,21.0,SG,9,0,112,0.405,0.364,0.423,0.554,0.5,0.554,0.054,0.703,87,69.0,115,103,64.0,97,22,179,
9.0,Nikola Jokić,25.0,C,10,10,345,0.509,0.549,0.377,0.553,0.836,0.591,0.241,0.232,109,103.0,103,103,108.0,103,98,59,
10.0,JaVale McGee,33.0,C,4,0,34,0.3,0.375,0.0,0.3,0.333,0.316,0.6,0.2,64,71.0,0,56,43.0,55,243,51,
11.0,Paul Millsap,35.0,PF,9,0,109,0.44,0.593,0.261,0.5,0.615,0.52,0.26,0.46,94,112.0,71,93,79.0,91,105,117,
12.0,Monte Morris,25.0,PG,10,1,286,0.431,0.447,0.4,0.5,0.724,0.532,0.25,0.345,92,84.0,109,93,93.0,93,101,88,
13.0,Zeke Nnaji,20.0,PF,5,0,18,0.5,1.0,0.429,0.688,0.5,0.676,0.25,0.875,107,189.0,117,128,64.0,118,101,223,
14.0,Michael Porter Jr.,22.0,SF,10,10,332,0.474,0.565,0.397,0.581,0.81,0.603,0.156,0.541,102,106.0,108,108,104.0,105,63,138,
15.0,Austin Rivers,28.0,SG,10,9,305,0.435,0.478,0.413,0.572,0.813,0.605,0.232,0.667,93,90.0,113,106,104.0,106,94,170,
,Team Totals,,,10,10,2450,0.457,0.51,0.382,0.536,0.761,0.566,0.227,0.418,98,96.0,104,100,98.0,99,92,107,
