Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Tyler Bey,22.0,SF,18,0,71,0.318,0.333,0.25,0.341,0.6,0.372,0.227,0.182,68,63,68,63,77,65,92,46,-8.7,-9.7,
2.0,Jalen Brunson,24.0,PG,68,12,1697,0.523,0.578,0.405,0.588,0.795,0.618,0.241,0.319,112,109,110,109,102,108,98,81,62.4,64.0,6MOY-4
3.0,Trey Burke,28.0,PG,62,1,911,0.428,0.492,0.354,0.51,0.895,0.544,0.161,0.465,92,93,96,95,115,95,65,119,-19.8,-21.4,
4.0,Willie Cauley-Stein,27.0,C,53,16,906,0.632,0.667,0.091,0.635,0.628,0.647,0.429,0.06,136,126,25,118,81,113,174,15,35.2,32.6,
5.0,Luka Dončić,21.0,PG,66,66,2262,0.479,0.567,0.35,0.55,0.73,0.587,0.349,0.406,103,107,96,102,94,103,141,104,32.5,48.1,"MVP-6,AS,NBA1"
6.0,Dorian Finney-Smith,27.0,PF,60,60,1921,0.472,0.616,0.394,0.6,0.756,0.609,0.088,0.648,101,116,107,112,97,107,36,165,57.7,36.5,
7.0,Josh Green,20.0,SG,39,5,445,0.452,0.559,0.16,0.473,0.565,0.49,0.247,0.269,97,105,44,88,73,86,100,69,-12.1,-16.9,
8.0,Tim Hardaway Jr.,28.0,SG,70,31,1985,0.447,0.524,0.391,0.56,0.816,0.589,0.191,0.581,96,99,107,104,105,103,77,148,40.9,33.7,6MOY-5
9.0,Nate Hinton,21.0,SG,21,0,93,0.357,0.478,0.211,0.405,0.7,0.442,0.238,0.452,77,90,57,75,90,77,96,115,-11.2,-12.1,
10.0,Wes Iwundu,26.0,SF,23,3,288,0.327,0.483,0.13,0.356,0.857,0.421,0.269,0.442,70,91,36,66,110,74,109,113,-18.9,-17.5,
11.0,James Johnson,33.0,PF,29,1,504,0.462,0.612,0.25,0.514,0.586,0.526,0.2,0.414,99,115,68,96,75,92,81,106,-7.0,-14.4,
12.0,Maxi Kleber,29.0,PF,50,40,1341,0.422,0.46,0.41,0.58,0.919,0.606,0.135,0.771,90,87,112,108,118,106,55,197,23.1,19.9,
13.0,Boban Marjanović,32.0,C,33,3,271,0.508,0.535,0.125,0.512,0.816,0.562,0.311,0.066,109,101,34,95,105,98,126,17,-6.3,-2.6,
14.0,Nicolò Melli,30.0,PF,23,4,325,0.378,0.441,0.333,0.476,0.722,0.506,0.22,0.585,81,83,91,88,93,88,89,149,-10.2,-11.8,
15.0,Kristaps Porziņģis,25.0,C,43,43,1327,0.476,0.536,0.376,0.547,0.855,0.582,0.202,0.378,102,101,103,102,110,102,82,96,12.2,14.5,
16.0,Dwight Powell,29.0,C,58,19,966,0.619,0.665,0.238,0.631,0.782,0.688,0.639,0.108,133,125,65,117,101,120,259,28,36.3,57.8,
17.0,JJ Redick,36.0,SG,13,0,147,0.358,0.267,0.395,0.5,0.8,0.516,0.094,0.717,77,50,108,93,103,90,38,183,-4.0,-6.1,
18.0,Josh Richardson,27.0,SG,59,56,1790,0.427,0.501,0.33,0.498,0.917,0.537,0.175,0.432,92,95,90,93,118,94,71,110,-48.9,-46.1,
19.0,Tyrell Terry,20.0,PG,11,0,56,0.313,0.556,0.0,0.313,0.333,0.318,0.188,0.438,67,105,0,58,43,56,76,112,-7.2,-8.8,
,Team Totals,,,72,72,17306,0.47,0.554,0.362,0.55,0.778,0.582,0.242,0.436,101,105,99,102,100,102,98,111,146.0,139.7,
