Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Luka Dončić,21,66,66,2262,14.1,29.5,0.479,4.2,11.9,0.35,9.9,17.5,0.567,0.55,7.5,10.3,0.73,1.2,10.3,11.5,12.4,1.4,0.8,6.1,3.3,39.9,114,111,"MVP-6,AS,NBA1"
2,Tim Hardaway Jr.,28,70,31,1985,10.1,22.6,0.447,5.1,13.1,0.391,5.0,9.5,0.524,0.56,3.5,4.3,0.816,0.5,5.2,5.7,3.1,0.8,0.3,1.6,2.8,28.9,116,116,6MOY-5
3,Dorian Finney-Smith,27,60,60,1921,5.6,12.0,0.472,3.1,7.8,0.394,2.6,4.2,0.616,0.6,0.8,1.1,0.756,2.5,5.9,8.4,2.6,1.3,0.6,1.2,3.5,15.1,124,114,
4,Josh Richardson,27,59,56,1790,7.3,17.0,0.427,2.4,7.4,0.33,4.8,9.7,0.501,0.498,2.7,3.0,0.917,1.4,4.0,5.4,4.2,1.7,0.7,2.2,3.6,19.7,109,114,
5,Jalen Brunson,24,68,12,1697,9.5,18.2,0.523,2.4,5.8,0.405,7.2,12.4,0.578,0.588,3.5,4.4,0.795,0.8,5.9,6.7,6.9,1.0,0.0,2.3,3.2,24.9,123,116,6MOY-4
6,Maxi Kleber,29,50,40,1341,4.3,10.1,0.422,3.2,7.8,0.41,1.1,2.3,0.46,0.58,1.3,1.4,0.919,1.7,7.8,9.6,2.5,0.9,1.3,1.1,3.9,13.0,123,113,
7,Kristaps Porziņģis,25,43,43,1327,12.1,25.4,0.476,3.6,9.6,0.376,8.5,15.8,0.536,0.547,4.4,5.1,0.855,3.0,11.1,14.2,2.5,0.7,2.2,1.9,4.3,32.1,117,110,
8,Dwight Powell,29,58,19,966,6.1,9.9,0.619,0.3,1.1,0.238,5.9,8.8,0.665,0.631,5.0,6.3,0.782,4.1,7.9,11.9,3.2,1.8,1.5,2.0,6.9,17.5,136,110,
9,Trey Burke,28,62,1,911,8.2,19.1,0.428,3.1,8.9,0.354,5.0,10.2,0.492,0.51,2.8,3.1,0.895,0.5,2.4,2.9,4.4,1.9,0.4,1.8,3.5,22.3,110,115,
10,Willie Cauley-Stein,27,53,16,906,6.3,9.9,0.632,0.1,0.6,0.091,6.2,9.3,0.667,0.635,2.7,4.2,0.628,3.6,9.3,12.8,1.9,1.1,2.3,1.6,7.0,15.2,128,110,
11,James Johnson,33,29,1,504,6.6,14.2,0.462,1.5,5.9,0.25,5.1,8.3,0.612,0.514,1.7,2.8,0.586,1.4,7.0,8.4,4.9,2.3,2.3,2.6,5.8,16.2,104,109,
12,Josh Green,20,39,5,445,4.7,10.3,0.452,0.4,2.8,0.16,4.2,7.5,0.559,0.473,1.4,2.5,0.565,3.1,5.5,8.6,3.1,1.8,0.3,1.9,3.9,11.2,106,114,
13,Nicolò Melli,30,23,4,325,4.7,12.4,0.378,2.4,7.3,0.333,2.3,5.2,0.441,0.476,2.0,2.7,0.722,2.6,7.3,9.9,2.9,0.8,0.3,0.8,4.6,13.8,115,115,
14,Wes Iwundu,26,23,3,288,2.9,8.9,0.327,0.5,3.9,0.13,2.4,5.0,0.483,0.356,2.1,2.4,0.857,1.0,6.5,7.5,1.7,1.5,0.5,1.0,4.5,8.4,93,113,
15,Boban Marjanović,32,33,3,271,11.3,22.2,0.508,0.2,1.5,0.125,11.1,20.7,0.535,0.512,5.6,6.9,0.816,8.6,14.7,23.3,1.8,0.4,1.1,2.2,5.3,28.4,121,111,
16,JJ Redick,36,13,0,147,6.4,17.8,0.358,5.0,12.7,0.395,1.3,5.0,0.267,0.5,1.3,1.7,0.8,0.3,3.7,4.0,3.7,0.7,0.3,3.7,4.4,19.1,93,117,
17,Nate Hinton,21,21,0,93,8.0,22.3,0.357,2.1,10.1,0.211,5.8,12.2,0.478,0.405,3.7,5.3,0.7,0.5,4.2,4.8,4.2,3.7,1.1,2.7,4.2,21.7,91,109,
18,Tyler Bey,22,18,0,71,4.9,15.3,0.318,0.7,2.8,0.25,4.2,12.5,0.333,0.341,2.1,3.5,0.6,5.6,7.6,13.2,2.1,0.0,0.7,2.1,4.2,12.5,91,116,
19,Tyrell Terry,20,11,0,56,4.4,14.1,0.313,0.0,6.2,0.0,4.4,7.9,0.556,0.313,0.9,2.6,0.333,0.0,5.3,5.3,5.3,4.4,0.0,1.8,1.8,9.7,75,108,
