Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Jalen Brunson,24.0,PG,7,0,114,0.455,0.452,0.462,0.523,0.769,0.563,0.295,0.295,98.0,85.0,126.0,97.0,99.0,98.0,120.0,75.0,
2.0,Trey Burke,28.0,PG,2,0,17,0.0,0.0,0.0,0.0,0.5,0.063,0.286,0.429,0.0,0.0,0.0,0.0,64.0,11.0,116.0,109.0,
3.0,Willie Cauley-Stein,27.0,C,6,0,63,0.667,0.667,,0.667,1.0,0.727,0.333,0.0,143.0,126.0,,124.0,129.0,127.0,135.0,0.0,
4.0,Luka Dončić,21.0,PG,7,7,281,0.49,0.542,0.408,0.569,0.529,0.572,0.26,0.388,105.0,102.0,111.0,106.0,68.0,100.0,105.0,99.0,
5.0,Dorian Finney-Smith,27.0,PF,7,7,271,0.406,0.37,0.432,0.531,0.8,0.544,0.078,0.578,87.0,70.0,118.0,99.0,103.0,95.0,32.0,148.0,
6.0,Josh Green,20.0,SG,1,0,4,,,,,,,,,,,,,,,,,
7.0,Tim Hardaway Jr.,28.0,SG,7,7,262,0.416,0.432,0.404,0.53,0.75,0.551,0.158,0.564,89.0,81.0,110.0,98.0,96.0,96.0,64.0,144.0,
8.0,Maxi Kleber,29.0,PF,7,4,187,0.4,0.4,0.4,0.533,0.714,0.559,0.233,0.667,86.0,75.0,109.0,99.0,92.0,98.0,95.0,170.0,
9.0,Boban Marjanović,32.0,C,4,3,83,0.513,0.513,,0.513,0.778,0.547,0.231,0.0,110.0,97.0,,95.0,100.0,96.0,94.0,0.0,
10.0,Nicolò Melli,30.0,PF,3,0,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,128.0,
11.0,Kristaps Porziņģis,25.0,C,7,7,233,0.472,0.578,0.296,0.528,0.842,0.572,0.264,0.375,101.0,109.0,81.0,98.0,108.0,100.0,107.0,96.0,
12.0,Dwight Powell,29.0,C,7,0,52,0.875,0.875,,0.875,0.833,0.893,0.75,0.0,188.0,165.0,,163.0,107.0,156.0,304.0,0.0,
13.0,Josh Richardson,27.0,SG,7,0,94,0.393,0.444,0.3,0.446,1.0,0.532,0.321,0.357,84.0,84.0,82.0,83.0,129.0,93.0,130.0,91.0,
,Team Totals,,,7,7,1680,0.455,0.501,0.388,0.534,0.707,0.559,0.233,0.407,98.0,95.0,106.0,99.0,91.0,98.0,94.0,104.0,
