Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Klay Thompson,31.0,22,22,792,158,368,0.429,77,200,0.385,81,168,0.482,0.534,26,30,0.867,7,79,86,50,24,15,28,47,419,0,
2.0,Andrew Wiggins,26.0,22,22,767,143,305,0.469,35,105,0.333,108,200,0.54,0.526,42,65,0.646,54,111,165,40,22,23,30,54,363,0,
3.0,Stephen Curry,33.0,22,18,764,202,440,0.459,91,229,0.397,111,211,0.526,0.563,107,129,0.829,11,104,115,129,29,8,57,59,602,0,Finals MVP-1
4.0,Draymond Green,31.0,22,22,703,69,144,0.479,8,39,0.205,61,105,0.581,0.507,30,47,0.638,26,133,159,138,25,22,59,87,176,0,
5.0,Jordan Poole,22.0,22,5,606,129,254,0.508,50,128,0.391,79,126,0.627,0.606,65,71,0.915,10,52,62,83,17,8,53,62,373,0,
6.0,Kevon Looney,25.0,22,13,448,58,88,0.659,0,0,,58,88,0.659,0.659,11,18,0.611,63,105,168,48,9,10,19,50,127,0,
7.0,Otto Porter Jr.,28.0,19,3,371,38,77,0.494,19,47,0.404,19,30,0.633,0.617,7,9,0.778,12,53,65,34,17,6,12,34,102,0,
8.0,Gary Payton II,29.0,12,2,203,29,44,0.659,8,15,0.533,21,29,0.724,0.75,12,18,0.667,13,24,37,16,14,7,6,23,78,0,
9.0,Nemanja Bjelica,33.0,15,0,150,18,34,0.529,3,8,0.375,15,26,0.577,0.574,4,7,0.571,6,25,31,17,4,2,7,21,43,0,
10.0,Jonathan Kuminga,19.0,16,3,138,30,60,0.5,3,13,0.231,27,47,0.574,0.525,20,26,0.769,4,23,27,8,3,2,11,11,83,0,
11.0,Damion Lee,29.0,16,0,124,13,34,0.382,4,16,0.25,9,18,0.5,0.441,2,3,0.667,5,21,26,7,1,0,6,8,32,0,
12.0,Moses Moody,19.0,13,0,105,15,28,0.536,7,13,0.538,8,15,0.533,0.661,4,6,0.667,2,6,8,4,3,3,3,4,41,0,
13.0,Andre Iguodala,38.0,7,0,61,4,9,0.444,1,3,0.333,3,6,0.5,0.5,2,3,0.667,3,4,7,12,0,2,4,11,11,0,
14.0,Juan Toscano-Anderson,28.0,14,0,49,4,10,0.4,2,5,0.4,2,5,0.4,0.5,1,3,0.333,0,10,10,8,2,1,8,3,11,0,
,Team Totals,,22,22,5281,910,1895,0.48,308,821,0.375,602,1074,0.561,0.561,333,435,0.766,216,750,966,594,170,109,303,474,2461,0,
