Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Nemanja Bjelica,33.0,C,71,0,1142,0.468,0.549,0.362,0.547,0.728,0.573,0.237,0.436,101,103,102,103,94.0,101,95,109,10.3,5.5,
2.0,Chris Chiozza,26.0,PG,34,1,372,0.296,0.25,0.321,0.401,0.667,0.407,0.037,0.654,64,47,91,75,86.0,72,15,164,-21.1,-26.2,
3.0,Stephen Curry,33.0,PG,64,64,2211,0.437,0.527,0.38,0.554,0.923,0.601,0.243,0.613,95,99,107,104,119.0,106,98,153,53.4,96.0,"MVP-8,AS,NBA2"
4.0,Jeff Dowtin Jr.,24.0,PG,4,0,28,0.5,0.6,0.0,0.5,,0.5,0.0,0.167,108,113,0,94,,88,0,42,-0.4,-0.8,
5.0,Draymond Green,31.0,PF,46,44,1329,0.525,0.586,0.296,0.556,0.659,0.582,0.354,0.21,114,110,84,105,85.0,103,143,53,12.7,9.8,"DPOY-10,AS,DEF2"
6.0,Andre Iguodala,38.0,SF,31,0,603,0.38,0.617,0.23,0.45,0.75,0.478,0.165,0.612,82,116,65,85,97.0,84,67,153,-19.7,-22.9,
7.0,Jonathan Kuminga,19.0,SF,70,12,1185,0.513,0.598,0.336,0.567,0.684,0.6,0.413,0.324,111,112,95,107,88.0,106,166,81,32.8,36.6,
8.0,Damion Lee,29.0,SG,63,5,1256,0.441,0.541,0.337,0.523,0.88,0.561,0.196,0.488,96,102,95,98,114.0,99,79,122,-6.3,-3.9,
9.0,Kevon Looney,25.0,C,82,80,1732,0.571,0.573,0.0,0.571,0.6,0.586,0.343,0.003,124,108,0,107,77.0,104,138,1,28.9,16.7,
10.0,Moses Moody,19.0,SG,52,11,607,0.437,0.548,0.364,0.546,0.778,0.573,0.197,0.601,95,103,103,103,100.0,101,79,151,5.4,2.9,
11.0,Gary Payton II,29.0,SG,71,16,1247,0.616,0.754,0.358,0.679,0.603,0.679,0.169,0.349,134,142,101,128,78.0,120,68,87,101.2,83.7,
12.0,Jordan Poole,22.0,SG,76,51,2283,0.448,0.55,0.364,0.548,0.925,0.598,0.251,0.548,97,103,103,103,119.0,106,101,137,33.9,74.9,
13.0,Otto Porter Jr.,28.0,PF,63,15,1396,0.464,0.565,0.37,0.56,0.803,0.581,0.147,0.519,101,106,105,105,104.0,103,59,130,23.6,13.7,
14.0,Klay Thompson,31.0,SG,32,32,941,0.429,0.477,0.385,0.529,0.902,0.547,0.089,0.517,93,89,109,99,116.0,97,36,129,-3.3,-22.0,
15.0,Juan Toscano-Anderson,28.0,SF,73,6,994,0.489,0.588,0.322,0.549,0.571,0.561,0.298,0.37,106,110,91,103,74.0,99,120,93,8.1,-2.9,
16.0,Quinndary Weatherspoon,25.0,SG,11,0,73,0.571,0.688,0.2,0.595,1.0,0.647,0.238,0.238,124,129,57,112,129.0,114,96,60,2.7,3.7,
17.0,Andrew Wiggins,26.0,SF,73,73,2329,0.466,0.513,0.393,0.543,0.634,0.56,0.231,0.392,101,96,111,102,82.0,99,93,98,23.4,-14.5,AS
,Team Totals,,,82,82,19728,0.469,0.557,0.364,0.552,0.769,0.582,0.235,0.456,102,105,103,104,99.0,103,95,114,285.6,250.3,
