Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Nemanja Bjelica,33.0,C,15,0,150,0.529,0.577,0.375,0.574,0.571,0.58,0.206,0.235,115,108,106.0,108,74,102,83,59,
2.0,Stephen Curry,33.0,PG,22,18,764,0.459,0.526,0.397,0.563,0.829,0.606,0.293,0.52,100,99,112.0,106,107,107,118,130,Finals MVP-1
3.0,Draymond Green,31.0,PF,22,22,703,0.479,0.581,0.205,0.507,0.638,0.534,0.326,0.271,104,109,58.0,95,82,94,132,68,
4.0,Andre Iguodala,38.0,SF,7,0,61,0.444,0.5,0.333,0.5,0.667,0.533,0.333,0.333,96,94,94.0,94,86,94,134,83,
5.0,Jonathan Kuminga,19.0,SF,16,3,138,0.5,0.574,0.231,0.525,0.769,0.581,0.433,0.217,108,108,65.0,99,99,103,175,54,
6.0,Damion Lee,29.0,SG,16,0,124,0.382,0.5,0.25,0.441,0.667,0.453,0.088,0.471,83,94,71.0,83,86,80,36,118,
7.0,Kevon Looney,25.0,C,22,13,448,0.659,0.659,,0.659,0.611,0.662,0.205,0.0,143,124,,124,79,117,82,0,
8.0,Moses Moody,19.0,SG,13,0,105,0.536,0.533,0.538,0.661,0.667,0.669,0.214,0.464,116,100,152.0,124,86,118,86,116,
9.0,Gary Payton II,29.0,SG,12,2,203,0.659,0.724,0.533,0.75,0.667,0.751,0.409,0.341,143,136,151.0,141,86,133,165,85,
10.0,Jordan Poole,22.0,SG,22,5,606,0.508,0.627,0.391,0.606,0.915,0.654,0.28,0.504,110,118,110.0,114,118,116,113,126,
11.0,Otto Porter Jr.,28.0,PF,19,3,371,0.494,0.633,0.404,0.617,0.778,0.63,0.117,0.61,107,119,114.0,116,100,111,47,153,
12.0,Klay Thompson,31.0,SG,22,22,792,0.429,0.482,0.385,0.534,0.867,0.55,0.082,0.543,93,91,109.0,100,112,97,33,136,
13.0,Juan Toscano-Anderson,28.0,SF,14,0,49,0.4,0.4,0.4,0.5,0.333,0.486,0.3,0.5,87,75,113.0,94,43,86,121,125,
14.0,Andrew Wiggins,26.0,SF,22,22,767,0.469,0.54,0.333,0.526,0.646,0.544,0.213,0.344,102,101,94.0,99,83,96,86,86,
,Team Totals,,,22,22,5281,0.48,0.561,0.375,0.561,0.766,0.59,0.23,0.433,104,105,106.0,106,99,104,93,109,
