Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Klay Thompson,31.0,SG,22,22,792,14.1,0.55,0.543,0.082,1.0,10.9,6.1,9.5,1.5,1.9,6.8,22.7,0.6,0.7,1.3,0.079,1.1,-0.4,0.7,0.6,
2.0,Andrew Wiggins,26.0,SF,22,22,767,16.0,0.544,0.344,0.213,8.1,15.8,12.1,7.7,1.4,3.0,8.3,20.8,0.8,0.9,1.7,0.108,0.5,0.3,0.8,0.5,
3.0,Stephen Curry,33.0,PG,22,18,764,24.4,0.606,0.52,0.293,1.7,14.9,8.4,28.3,1.9,1.1,10.3,31.8,2.4,0.9,3.2,0.203,6.7,1.1,7.7,1.9,Finals MVP-1
4.0,Draymond Green,31.0,PF,22,22,703,12.3,0.534,0.271,0.326,4.3,20.6,12.7,25.7,1.8,3.2,26.4,14.0,0.4,1.0,1.4,0.094,-2.0,2.9,0.9,0.5,
5.0,Jordan Poole,22.0,SG,22,5,606,18.8,0.654,0.504,0.28,1.9,9.4,5.7,21.1,1.4,1.3,15.7,24.5,1.4,0.5,1.9,0.151,2.4,0.4,2.8,0.7,
6.0,Kevon Looney,25.0,C,22,13,448,18.3,0.662,0.0,0.205,16.2,25.6,21.0,14.6,1.0,2.2,16.5,11.3,1.3,0.6,1.9,0.205,1.1,2.0,3.1,0.6,
7.0,Otto Porter Jr.,28.0,PF,19,3,371,13.0,0.63,0.61,0.117,3.7,15.6,9.8,12.1,2.3,1.6,12.9,11.0,0.6,0.5,1.0,0.135,0.1,2.6,2.7,0.4,
8.0,Gary Payton II,29.0,SG,12,2,203,20.6,0.751,0.341,0.409,7.4,12.9,10.2,11.0,3.4,3.5,10.4,12.5,0.7,0.3,1.0,0.235,2.7,4.7,7.4,0.5,
9.0,Nemanja Bjelica,33.0,C,15,0,150,11.4,0.58,0.235,0.206,4.6,18.2,11.6,15.3,1.3,1.3,15.9,12.9,0.2,0.2,0.3,0.107,-2.6,1.1,-1.5,0.0,
10.0,Jonathan Kuminga,19.0,SF,16,3,138,16.1,0.581,0.217,0.433,3.3,18.2,11.0,9.0,1.1,1.5,13.3,26.2,0.1,0.1,0.2,0.08,-1.3,-0.7,-2.0,0.0,
11.0,Damion Lee,29.0,SG,16,0,124,5.8,0.453,0.471,0.088,4.7,18.5,11.8,7.5,0.4,0.0,14.5,14.6,-0.1,0.1,0.0,-0.005,-4.1,-1.1,-5.2,-0.1,
12.0,Moses Moody,19.0,SG,13,0,105,14.0,0.669,0.464,0.214,2.2,6.2,4.3,5.3,1.4,2.9,8.9,14.1,0.2,0.1,0.3,0.119,1.4,0.4,1.7,0.1,
13.0,Andre Iguodala,38.0,SF,7,0,61,8.0,0.533,0.333,0.333,5.7,7.2,6.4,24.7,0.0,3.3,27.9,10.3,0.1,0.0,0.1,0.077,-2.7,0.5,-2.2,0.0,
14.0,Juan Toscano-Anderson,28.0,SF,14,0,49,4.6,0.486,0.5,0.3,0.0,22.3,11.4,20.9,2.0,2.1,41.4,17.3,-0.2,0.1,-0.1,-0.084,-5.5,1.1,-4.4,0.0,
,Team Totals,,,22,22,5281,,0.59,0.433,0.23,,,,,,,,,8.3,6.0,14.3,0.13,1.2,1.1,2.3,5.7,
