Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Andrew Wiggins,26,73,73,2329,9.9,21.3,0.466,3.3,8.4,0.393,6.7,13.0,0.513,0.543,3.1,4.9,0.634,1.8,5.0,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109,AS
2,Jordan Poole,22,76,51,2283,10.1,22.6,0.448,4.5,12.4,0.364,5.6,10.2,0.55,0.548,5.3,5.7,0.925,0.7,4.8,5.6,6.5,1.3,0.5,4.0,4.4,30.0,112,110,
3,Stephen Curry,33,64,64,2211,11.8,27.0,0.437,6.3,16.5,0.38,5.5,10.5,0.527,0.554,6.1,6.6,0.923,0.7,6.6,7.4,8.9,1.9,0.5,4.5,2.9,35.9,115,108,"MVP-8,AS,NBA2"
4,Kevon Looney,25,82,80,1732,5.9,10.2,0.571,0.0,0.0,0.0,5.9,10.2,0.573,0.571,2.1,3.5,0.6,5.9,10.9,16.8,4.6,1.4,1.5,1.9,6.1,13.8,128,105,
5,Otto Porter Jr.,28,63,15,1396,6.7,14.5,0.464,2.8,7.5,0.37,3.9,7.0,0.565,0.56,1.7,2.1,0.803,3.0,9.6,12.6,3.3,2.4,1.0,1.3,2.9,18.0,121,104,
6,Draymond Green,31,46,44,1329,5.0,9.4,0.525,0.6,2.0,0.296,4.4,7.4,0.586,0.556,2.2,3.3,0.659,1.7,10.7,12.3,11.7,2.2,1.8,5.1,5.0,12.7,109,103,"DPOY-10,AS,DEF2"
7,Damion Lee,29,63,5,1256,6.6,14.9,0.441,2.4,7.3,0.337,4.1,7.6,0.541,0.523,2.6,2.9,0.88,1.0,6.8,7.9,2.4,1.5,0.2,1.5,3.7,18.1,111,109,
8,Gary Payton II,29,71,16,1247,8.3,13.5,0.616,1.7,4.7,0.358,6.6,8.8,0.754,0.679,1.4,2.3,0.603,2.8,6.8,9.7,2.5,3.8,0.9,1.6,5.1,19.6,129,103,
9,Jonathan Kuminga,19,70,12,1185,9.7,18.9,0.513,2.1,6.1,0.336,7.7,12.8,0.598,0.567,5.3,7.8,0.684,2.2,7.4,9.6,2.6,1.3,0.9,3.0,6.0,26.8,112,108,
10,Nemanja Bjelica,33,71,0,1142,6.8,14.6,0.468,2.3,6.4,0.362,4.5,8.2,0.549,0.547,2.5,3.5,0.728,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,111,105,
11,Juan Toscano-Anderson,28,73,6,994,5.6,11.5,0.489,1.4,4.3,0.322,4.3,7.3,0.588,0.549,2.0,3.4,0.571,1.4,7.3,8.6,6.2,2.4,0.8,3.3,5.6,14.6,106,106,
12,Klay Thompson,31,32,32,941,12.7,29.7,0.429,5.9,15.3,0.385,6.8,14.4,0.477,0.529,2.4,2.6,0.902,0.8,5.7,6.5,4.6,0.8,0.9,2.2,2.8,33.8,107,110,
13,Moses Moody,19,52,11,607,6.4,14.7,0.437,3.2,8.8,0.364,3.2,5.9,0.548,0.546,2.2,2.9,0.778,1.4,5.1,6.4,1.8,0.6,0.8,1.0,3.5,18.3,115,111,
14,Andre Iguodala,38,31,0,603,3.7,9.8,0.38,1.4,6.0,0.23,2.3,3.8,0.617,0.45,1.2,1.6,0.75,1.7,6.4,8.1,9.2,2.2,1.8,2.3,2.7,10.0,114,106,
15,Chris Chiozza,26,34,1,372,3.1,10.6,0.296,2.2,6.9,0.321,0.9,3.7,0.25,0.401,0.3,0.4,0.667,1.2,3.5,4.7,8.5,1.7,0.0,4.2,4.2,8.8,88,110,
16,Quinndary Weatherspoon,25,11,0,73,8.0,14.0,0.571,0.7,3.3,0.2,7.3,10.7,0.688,0.595,3.3,3.3,1.0,1.3,8.0,9.4,3.3,0.7,0.7,2.0,10.0,20.0,123,109,
17,Jeff Dowtin Jr.,24,4,0,28,5.2,10.4,0.5,0.0,1.7,0.0,5.2,8.7,0.6,0.5,0.0,0.0,,1.7,10.4,12.2,5.2,0.0,1.7,1.7,3.5,10.4,108,108,
