Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Klay Thompson,31,22,22,792,9.9,23.0,0.429,4.8,12.5,0.385,5.1,10.5,0.482,0.534,1.6,1.9,0.867,0.4,4.9,5.4,3.1,1.5,0.9,1.7,2.9,26.1,108,112,
2,Andrew Wiggins,26,22,22,767,9.2,19.6,0.469,2.3,6.8,0.333,7.0,12.9,0.54,0.526,2.7,4.2,0.646,3.5,7.2,10.6,2.6,1.4,1.5,1.9,3.5,23.4,112,110,
3,Stephen Curry,33,22,18,764,13.1,28.5,0.459,5.9,14.8,0.397,7.2,13.6,0.526,0.563,6.9,8.3,0.829,0.7,6.7,7.4,8.3,1.9,0.5,3.7,3.8,38.9,119,110,Finals MVP-1
4,Draymond Green,31,22,22,703,4.9,10.1,0.479,0.6,2.7,0.205,4.3,7.4,0.581,0.507,2.1,3.3,0.638,1.8,9.3,11.2,9.7,1.8,1.5,4.1,6.1,12.4,108,108,
5,Jordan Poole,22,22,5,606,10.5,20.7,0.508,4.1,10.4,0.391,6.4,10.3,0.627,0.606,5.3,5.8,0.915,0.8,4.2,5.1,6.8,1.4,0.7,4.3,5.1,30.4,119,113,
6,Kevon Looney,25,22,13,448,6.4,9.7,0.659,0.0,0.0,,6.4,9.7,0.659,0.659,1.2,2.0,0.611,6.9,11.6,18.5,5.3,1.0,1.1,2.1,5.5,14.0,139,109,
7,Otto Porter Jr.,28,19,3,371,5.1,10.3,0.494,2.5,6.3,0.404,2.5,4.0,0.633,0.617,0.9,1.2,0.778,1.6,7.1,8.7,4.5,2.3,0.8,1.6,4.5,13.6,125,109,
8,Gary Payton II,29,12,2,203,7.1,10.7,0.659,1.9,3.7,0.533,5.1,7.1,0.724,0.75,2.9,4.4,0.667,3.2,5.8,9.0,3.9,3.4,1.7,1.5,5.6,19.0,146,106,
9,Nemanja Bjelica,33,15,0,150,5.9,11.2,0.529,1.0,2.6,0.375,4.9,8.6,0.577,0.574,1.3,2.3,0.571,2.0,8.2,10.2,5.6,1.3,0.7,2.3,6.9,14.2,116,110,
10,Jonathan Kuminga,19,16,3,138,10.7,21.5,0.5,1.1,4.7,0.231,9.7,16.8,0.574,0.525,7.2,9.3,0.769,1.4,8.2,9.7,2.9,1.1,0.7,3.9,3.9,29.7,107,111,
11,Damion Lee,29,16,0,124,5.2,13.5,0.382,1.6,6.4,0.25,3.6,7.2,0.5,0.441,0.8,1.2,0.667,2.0,8.4,10.4,2.8,0.4,0.0,2.4,3.2,12.8,92,114,
12,Moses Moody,19,13,0,105,7.1,13.2,0.536,3.3,6.1,0.538,3.8,7.1,0.533,0.661,1.9,2.8,0.667,0.9,2.8,3.8,1.9,1.4,1.4,1.4,1.9,19.3,124,113,
13,Andre Iguodala,38,7,0,61,3.2,7.3,0.444,0.8,2.4,0.333,2.4,4.9,0.5,0.5,1.6,2.4,0.667,2.4,3.2,5.7,9.7,0.0,1.6,3.2,8.9,8.9,116,115,
14,Juan Toscano-Anderson,28,14,0,49,4.0,10.1,0.4,2.0,5.0,0.4,2.0,5.0,0.4,0.5,1.0,3.0,0.333,0.0,10.1,10.1,8.1,2.0,1.0,8.1,3.0,11.1,74,107,
