Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Malik Beasley,25.0,SG,6,0,119,0.432,0.579,0.32,0.523,0.833,0.547,0.136,0.568,94.0,109.0,91.0,98.0,108.0,97.0,55.0,142.0,
2.0,Patrick Beverley,33.0,PG,6,6,194,0.429,0.522,0.346,0.52,0.682,0.562,0.449,0.531,93.0,98.0,98.0,98.0,88.0,99.0,181.0,133.0,
3.0,Anthony Edwards,20.0,SG,6,6,227,0.455,0.509,0.404,0.559,0.824,0.604,0.309,0.518,99.0,96.0,114.0,105.0,106.0,107.0,125.0,130.0,
4.0,Jaden McDaniels,21.0,PF,6,0,130,0.529,0.571,0.5,0.676,0.833,0.713,0.353,0.588,115.0,107.0,141.0,127.0,108.0,126.0,142.0,147.0,
5.0,Jordan McLaughlin,25.0,PG,5,0,83,0.706,0.8,0.571,0.824,0.75,0.826,0.235,0.412,153.0,150.0,162.0,155.0,97.0,146.0,95.0,103.0,
6.0,Greg Monroe,31.0,C,2,0,7,0.4,0.4,,0.4,,0.4,0.0,0.0,87.0,75.0,,75.0,,71.0,0.0,0.0,
7.0,Jaylen Nowell,22.0,SG,1,0,12,0.3,0.6,0.0,0.3,,0.3,0.0,0.5,65.0,113.0,0.0,56.0,,53.0,0.0,125.0,
8.0,Josh Okogie,23.0,SG,1,0,2,,,,,,,,,,,,,,,,,
9.0,Taurean Prince,27.0,PF,5,0,65,0.37,0.462,0.286,0.444,0.857,0.499,0.259,0.519,80.0,87.0,81.0,84.0,111.0,88.0,104.0,130.0,
10.0,Naz Reid,22.0,C,5,0,54,0.412,0.4,0.429,0.5,1.0,0.598,0.412,0.412,89.0,75.0,121.0,94.0,129.0,106.0,166.0,103.0,
11.0,D'Angelo Russell,25.0,PG,6,6,196,0.333,0.293,0.387,0.417,0.75,0.455,0.222,0.431,72.0,55.0,109.0,78.0,97.0,80.0,90.0,108.0,
12.0,Karl-Anthony Towns,26.0,C,6,6,222,0.488,0.5,0.455,0.55,0.86,0.642,0.625,0.275,106.0,94.0,129.0,103.0,111.0,113.0,252.0,69.0,
13.0,Jarred Vanderbilt,22.0,PF,6,6,129,0.481,0.481,,0.481,0.7,0.525,0.37,0.0,104.0,90.0,,91.0,90.0,93.0,149.0,0.0,
,Team Totals,,,6,6,1440,0.443,0.486,0.388,0.527,0.81,0.579,0.341,0.435,96.0,91.0,110.0,99.0,105.0,102.0,138.0,109.0,
