Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Karl-Anthony Towns,26,74,74,2476,12.3,23.3,0.529,2.9,7.0,0.41,9.5,16.3,0.58,0.591,7.4,9.0,0.822,3.7,10.2,14.0,5.2,1.4,1.6,4.3,5.1,34.9,121.0,110,"AS,NBA3"
2,Anthony Edwards,20,72,72,2466,10.6,24.0,0.441,4.1,11.6,0.357,6.4,12.4,0.519,0.527,4.2,5.4,0.786,1.2,5.4,6.6,5.3,2.0,0.9,3.7,3.2,29.6,108.0,112,
3,D'Angelo Russell,25,65,65,2077,9.2,22.3,0.411,4.0,11.9,0.34,5.2,10.5,0.492,0.502,4.5,5.5,0.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3.0,26.9,112.0,115,
4,Malik Beasley,25,79,18,1976,8.0,20.5,0.391,5.8,15.3,0.377,2.2,5.1,0.432,0.532,1.2,1.4,0.817,0.6,4.8,5.5,2.8,1.0,0.3,1.0,2.1,22.9,111.0,116,
5,Jarred Vanderbilt,22,74,67,1880,5.4,9.1,0.587,0.1,0.4,0.143,5.3,8.8,0.605,0.59,2.2,3.3,0.656,5.4,10.3,15.8,2.4,2.5,1.2,1.8,4.6,13.0,127.0,108,
6,Jaden McDaniels,21,70,31,1803,6.7,14.6,0.46,2.1,6.6,0.317,4.6,8.0,0.579,0.532,1.5,1.9,0.803,2.0,5.7,7.7,2.1,1.4,1.4,2.0,5.9,17.1,108.0,113,
7,Patrick Beverley,33,58,54,1476,5.7,14.1,0.406,2.7,7.8,0.343,3.0,6.3,0.485,0.501,3.1,4.3,0.722,2.0,5.7,7.7,8.6,2.2,1.7,2.4,5.6,17.2,119.0,111,
8,Naz Reid,22,77,6,1215,9.1,18.6,0.489,2.2,6.5,0.343,6.9,12.1,0.568,0.549,4.5,5.8,0.765,4.0,7.8,11.8,2.8,1.6,2.8,3.2,6.7,24.9,113.0,109,
9,Taurean Prince,27,69,8,1177,7.2,15.8,0.454,3.5,9.3,0.376,3.7,6.5,0.565,0.564,2.5,3.3,0.756,1.1,6.0,7.0,2.7,1.9,0.9,2.1,4.7,20.3,112.0,112,
10,Jaylen Nowell,22,62,1,975,9.6,20.2,0.475,3.1,7.8,0.394,6.5,12.3,0.526,0.551,3.5,4.5,0.783,1.1,4.9,6.0,6.3,1.3,0.5,1.8,3.6,25.7,121.0,115,
11,Jordan McLaughlin,25,62,3,902,4.6,10.5,0.44,1.4,4.5,0.318,3.2,6.1,0.53,0.508,1.6,2.1,0.75,1.2,3.8,5.0,9.5,3.0,0.5,2.0,2.8,12.3,122.0,112,
12,Josh Okogie,23,49,6,516,3.9,9.6,0.404,1.3,4.3,0.298,2.6,5.3,0.491,0.471,3.2,4.7,0.686,2.7,3.8,6.5,2.3,2.4,1.1,2.1,4.9,12.3,107.0,112,
13,Nathan Knight,24,37,2,267,8.0,15.7,0.511,0.7,2.3,0.308,7.3,13.4,0.547,0.534,7.8,10.7,0.733,5.7,9.4,15.1,3.9,1.2,1.4,3.2,7.5,24.6,122.0,111,
14,Leandro Bolmaro,21,35,2,241,3.4,10.7,0.315,1.0,3.6,0.278,2.4,7.1,0.333,0.361,2.2,2.6,0.846,3.2,5.3,8.5,4.1,1.2,0.0,2.6,5.1,9.9,96.0,115,
15,Jake Layman,27,34,1,231,6.2,15.0,0.411,1.6,7.2,0.229,4.5,7.8,0.579,0.466,2.7,3.7,0.722,1.2,6.2,7.4,1.9,1.4,1.0,2.1,2.5,16.7,99.0,113,
16,Greg Monroe,31,4,0,81,7.6,12.9,0.591,0.0,0.0,,7.6,12.9,0.591,0.591,1.8,4.1,0.429,3.5,10.6,14.1,9.4,2.3,3.5,4.1,5.3,17.0,114.0,105,
17,McKinley Wright IV,23,5,0,19,5.0,7.5,0.667,2.5,5.0,0.5,2.5,2.5,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,7.5,0.0,0.0,2.5,2.5,12.5,138.0,121,
18,Chris Silva,25,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,15.9,15.9,0.0,0.0,0.0,0.0,0.0,0.0,,111,
