Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Karl-Anthony Towns,26.0,C,74,74,2476,0.529,11.4,0.699,0.329,0.254,0.049,0.06,0.301,0.58,0.684,0.539,0.35,0.356,0.41,0.524,0.873,0.09,97,0.085,0.355,0,0,"AS,NBA3"
2.0,Anthony Edwards,20.0,SG,72,72,2466,0.441,14.9,0.516,0.277,0.124,0.052,0.051,0.484,0.519,0.658,0.368,0.308,0.359,0.357,0.356,0.549,0.055,57,0.085,0.333,2,0,
3.0,D'Angelo Russell,25.0,PG,65,65,2077,0.411,17.6,0.469,0.125,0.124,0.101,0.105,0.531,0.492,0.689,0.405,0.459,0.373,0.34,0.262,0.619,0.008,5,0.081,0.381,2,0,
4.0,Malik Beasley,25.0,SG,79,18,1976,0.391,20.6,0.251,0.088,0.066,0.052,0.045,0.749,0.432,0.587,0.357,0.341,0.342,0.377,0.652,0.896,0.02,16,0.316,0.403,4,0,
5.0,Jarred Vanderbilt,22.0,PF,74,67,1880,0.587,3.0,0.961,0.717,0.208,0.019,0.0,0.039,0.605,0.707,0.293,0.143,,0.143,0.681,1.0,0.341,116,0.643,0.222,0,0,
6.0,Jaden McDaniels,21.0,PF,70,31,1803,0.46,13.7,0.545,0.283,0.179,0.054,0.029,0.455,0.579,0.726,0.364,0.533,0.563,0.317,0.72,0.975,0.101,46,0.484,0.361,1,0,
7.0,Patrick Beverley,33.0,PG,58,54,1476,0.406,16.3,0.445,0.17,0.206,0.05,0.018,0.555,0.485,0.568,0.433,0.545,0.125,0.343,0.255,0.759,0.0,0,0.227,0.473,1,0,
8.0,Naz Reid,22.0,C,77,6,1215,0.489,10.6,0.651,0.395,0.242,0.008,0.0,0.349,0.568,0.681,0.374,0.5,,0.343,0.608,0.982,0.097,39,0.223,0.486,0,0,
9.0,Taurean Prince,27.0,PF,69,8,1177,0.454,16.9,0.413,0.174,0.138,0.059,0.038,0.587,0.565,0.676,0.463,0.609,0.333,0.376,0.681,0.942,0.023,7,0.402,0.446,2,0,
10.0,Jaylen Nowell,22.0,SG,62,1,975,0.475,14.1,0.613,0.203,0.225,0.143,0.041,0.387,0.526,0.679,0.43,0.508,0.353,0.394,0.429,0.778,0.022,8,0.169,0.407,2,0,
11.0,Jordan McLaughlin,25.0,PG,62,3,902,0.44,13.3,0.575,0.29,0.23,0.05,0.005,0.425,0.53,0.707,0.326,0.4,1.0,0.318,0.492,0.852,0.015,3,0.365,0.516,3,0,
12.0,Josh Okogie,23.0,SG,49,6,516,0.404,12.3,0.548,0.365,0.173,0.01,0.0,0.452,0.491,0.526,0.444,0.0,,0.298,0.607,1.0,0.115,9,0.468,0.182,0,0,
13.0,Nathan Knight,24.0,PF,37,2,267,0.511,5.7,0.852,0.591,0.25,0.011,0.0,0.148,0.547,0.673,0.273,0.0,,0.308,0.707,1.0,0.182,13,0.308,0.5,0,0,
14.0,Leandro Bolmaro,21.0,SF,35,2,241,0.315,13.7,0.667,0.352,0.111,0.074,0.13,0.333,0.333,0.474,0.167,0.5,0.0,0.278,0.583,0.8,0.037,2,0.222,0.25,1,0,
15.0,Jake Layman,27.0,SF,34,1,231,0.411,14.4,0.521,0.301,0.123,0.055,0.041,0.479,0.579,0.773,0.222,0.25,0.667,0.229,0.682,1.0,0.096,6,0.486,0.235,0,0,
16.0,Greg Monroe,31.0,C,4,0,81,0.591,3.7,1.0,0.545,0.409,0.0,0.045,0.0,0.591,0.917,0.222,,0.0,,0.692,,0.0,0,,,0,0,
17.0,McKinley Wright IV,23.0,PG,5,0,19,0.667,19.3,0.333,0.0,0.333,0.0,0.0,0.667,1.0,,1.0,,,0.5,0.0,0.0,0.0,0,0.0,,0,0,
18.0,Chris Silva,25.0,PF,1,0,3,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,82,82,19781,0.457,13.0,0.546,0.264,0.171,0.058,0.046,0.454,0.54,0.675,0.417,0.424,0.359,0.358,0.51,0.789,0.065,424,0.22,0.395,18,0,
