Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Karl-Anthony Towns,26.0,74,74,2476,642,1214,0.529,150,366,0.41,492,848,0.58,0.591,384,467,0.822,194,533,727,269,72,83,226,267,1818,1,"AS,NBA3"
2.0,Anthony Edwards,20.0,72,72,2466,549,1245,0.441,215,602,0.357,334,643,0.519,0.527,220,280,0.786,62,281,343,275,105,46,190,164,1533,0,
3.0,D'Angelo Russell,25.0,65,65,2077,401,975,0.411,176,518,0.34,225,457,0.492,0.502,198,240,0.825,25,191,216,460,62,22,165,130,1176,0,
4.0,Malik Beasley,25.0,79,18,1976,332,850,0.391,240,637,0.377,92,213,0.432,0.532,49,60,0.817,26,201,227,116,43,12,43,88,953,0,
5.0,Jarred Vanderbilt,22.0,74,67,1880,212,361,0.587,2,14,0.143,210,347,0.605,0.59,86,131,0.656,215,409,624,94,99,46,73,181,512,0,
6.0,Jaden McDaniels,21.0,70,31,1803,255,554,0.46,80,252,0.317,175,302,0.579,0.532,57,71,0.803,76,217,293,79,52,54,75,224,647,0,
7.0,Patrick Beverley,33.0,58,54,1476,177,436,0.406,83,242,0.343,94,194,0.485,0.501,96,133,0.722,62,178,240,268,67,52,73,174,533,0,
8.0,Naz Reid,22.0,77,6,1215,233,476,0.489,57,166,0.343,176,310,0.568,0.549,114,149,0.765,102,199,301,71,40,71,82,172,637,0,
9.0,Taurean Prince,27.0,69,8,1177,177,390,0.454,86,229,0.376,91,161,0.565,0.564,62,82,0.756,26,148,174,68,47,23,53,116,502,0,
10.0,Jaylen Nowell,22.0,62,1,975,196,413,0.475,63,160,0.394,133,253,0.526,0.551,72,92,0.783,22,101,123,130,27,10,36,73,527,0,
11.0,Jordan McLaughlin,25.0,62,3,902,88,200,0.44,27,85,0.318,61,115,0.53,0.508,30,40,0.75,22,72,94,180,57,10,38,54,233,0,
12.0,Josh Okogie,23.0,49,6,516,42,104,0.404,14,47,0.298,28,57,0.491,0.471,35,51,0.686,29,41,70,25,26,12,23,53,133,0,
13.0,Nathan Knight,24.0,37,2,267,45,88,0.511,4,13,0.308,41,75,0.547,0.534,44,60,0.733,32,53,85,22,7,8,18,42,138,0,
14.0,Leandro Bolmaro,21.0,35,2,241,17,54,0.315,5,18,0.278,12,36,0.333,0.361,11,13,0.846,16,27,43,21,6,0,13,26,50,0,
15.0,Jake Layman,27.0,34,1,231,30,73,0.411,8,35,0.229,22,38,0.579,0.466,13,18,0.722,6,30,36,9,7,5,10,12,81,0,
16.0,Greg Monroe,31.0,4,0,81,13,22,0.591,0,0,,13,22,0.591,0.591,3,7,0.429,6,18,24,16,4,6,7,9,29,0,
17.0,McKinley Wright IV,23.0,5,0,19,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,0,0,3,0,0,1,1,5,0,
18.0,Chris Silva,25.0,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,
,Team Totals,,82,82,19781,3411,7458,0.457,1211,3386,0.358,2200,4072,0.54,0.539,1474,1894,0.778,921,2700,3621,2106,721,460,1126,1786,9507,1,
