Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Anthony Edwards,20,SG,6,6,227,7.9,17.4,0.455,3.6,9.0,0.404,4.3,8.4,0.509,0.559,4.4,5.4,0.824,0.6,3.3,4.0,2.9,1.1,1.1,2.4,3.5,23.9,
2,Karl-Anthony Towns,26,C,6,6,222,6.3,13.0,0.488,1.6,3.6,0.455,4.7,9.4,0.5,0.55,7.0,8.1,0.86,1.8,8.8,10.5,2.1,0.6,1.9,4.4,4.1,21.2,
3,D'Angelo Russell,25,PG,6,6,196,4.4,13.2,0.333,2.2,5.7,0.387,2.2,7.5,0.293,0.417,2.2,2.9,0.75,0.0,2.8,2.8,7.3,1.7,0.0,3.1,3.1,13.2,
4,Patrick Beverley,33,PG,6,6,194,3.9,9.1,0.429,1.7,4.8,0.346,2.2,4.3,0.522,0.52,2.8,4.1,0.682,0.7,2.8,3.5,5.4,1.3,1.3,2.2,5.2,12.2,
5,Jaden McDaniels,21,PF,6,0,130,5.0,9.4,0.529,2.8,5.5,0.5,2.2,3.9,0.571,0.676,2.8,3.3,0.833,1.4,3.3,4.7,1.1,0.6,3.0,1.7,5.0,15.5,
6,Jarred Vanderbilt,22,PF,6,6,129,3.6,7.5,0.481,0.0,0.0,,3.6,7.5,0.481,0.481,2.0,2.8,0.7,3.3,8.7,12.0,1.1,2.0,0.6,1.4,4.5,9.2,
7,Malik Beasley,25,SG,6,0,119,5.7,13.3,0.432,2.4,7.6,0.32,3.3,5.7,0.579,0.523,1.5,1.8,0.833,0.6,5.4,6.1,1.2,0.6,0.3,2.1,2.7,15.4,
8,Jordan McLaughlin,25,PG,5,0,83,5.2,7.4,0.706,1.7,3.0,0.571,3.5,4.3,0.8,0.824,1.3,1.7,0.75,0.0,5.2,5.2,7.4,2.2,0.0,0.9,2.2,13.4,
9,Taurean Prince,27,PF,5,0,65,5.5,15.0,0.37,2.2,7.8,0.286,3.3,7.2,0.462,0.444,3.3,3.9,0.857,0.6,3.9,4.4,3.3,1.1,0.6,2.2,2.8,16.6,
10,Naz Reid,22,C,5,0,54,4.7,11.3,0.412,2.0,4.7,0.429,2.7,6.7,0.4,0.5,4.7,4.7,1.0,1.3,8.0,9.3,0.0,0.7,4.0,3.3,9.3,16.0,
11,Jaylen Nowell,22,SG,1,0,12,9.0,30.0,0.3,0.0,15.0,0.0,9.0,15.0,0.6,0.3,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,18.0,
12,Greg Monroe,31,C,2,0,7,10.3,25.7,0.4,0.0,0.0,,10.3,25.7,0.4,0.4,0.0,0.0,,5.1,5.1,10.3,5.1,10.3,0.0,5.1,5.1,20.6,
13,Josh Okogie,23,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
