Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Draft,Draft,Draft,Draft,Unnamed: 7_level_0,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats,2025-26 Stats
Unnamed: 0_level_1,Age,Unnamed: 2_level_1,Yr,Tm,Rd,Pk,Unnamed: 7_level_1,Team,Lg,Unnamed: 10_level_1,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Balša Koprivica,25,,2021,CHO,2,57,,,ECP,tu,11,14.5,2.5,3.9,0.651,0.0,0.1,0.0,0.8,1.5,0.563,1.6,2.2,3.8,0.7,0.1,1.5,0.7,2.4,5.9
Gabriele Procida,23,,2022,POR,2,36,,,SPA,es,9,11.7,1.3,2.6,0.522,0.4,1.3,0.333,0.7,0.7,1.0,0.8,0.8,1.6,1.1,0.7,0.2,1.2,1.0,3.9
