Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Brandon Ingram,28,27,27,924,11.4,24.1,0.472,2.3,6.5,0.352,9.1,17.6,0.516,0.519,5.6,6.9,0.812,1.0,7.2,8.2,5.4,1.2,0.8,4.4,2.8,30.7,106,114,
2,Scottie Barnes,24,27,27,914,10.8,21.6,0.501,2.0,5.2,0.378,8.9,16.4,0.54,0.546,4.4,5.2,0.838,3.0,8.3,11.3,7.5,2.0,2.3,3.5,4.5,28.0,117,110,
3,Immanuel Quickley,26,26,26,840,9.0,19.1,0.471,3.8,10.0,0.379,5.2,9.1,0.572,0.571,2.8,3.7,0.738,0.6,5.7,6.3,9.1,1.8,0.1,2.7,3.2,24.6,119,115,
4,Jamal Shead,23,27,1,539,4.9,13.5,0.364,2.5,7.4,0.337,2.4,6.1,0.397,0.457,3.0,3.8,0.791,1.1,3.5,4.6,13.0,2.9,0.3,2.8,4.7,15.4,117,114,
5,RJ Barrett,25,17,17,526,11.0,21.7,0.506,2.8,8.0,0.356,8.2,13.7,0.593,0.572,5.3,7.3,0.725,1.1,6.4,7.5,5.9,1.3,0.4,2.4,4.1,30.1,120,115,
6,Jakob Poeltl,30,20,20,524,8.0,11.6,0.69,0.0,0.0,,8.0,11.6,0.69,0.69,2.6,4.3,0.596,5.2,9.5,14.7,4.1,1.5,1.0,2.9,6.1,18.6,127,112,
7,Sandro Mamukelashvili,26,26,2,507,8.9,17.5,0.511,2.6,6.9,0.37,6.4,10.6,0.604,0.584,3.7,4.8,0.78,3.4,7.5,10.9,4.1,1.4,1.3,2.1,3.9,24.1,124,113,
8,Gradey Dick,22,27,0,425,6.6,16.2,0.406,2.8,8.8,0.321,3.7,7.4,0.508,0.493,3.6,4.4,0.821,1.1,4.8,5.9,1.9,2.0,0.2,1.6,3.6,19.6,108,115,
9,Ja'Kobe Walter,21,24,7,395,5.4,13.1,0.411,3.3,8.5,0.386,2.1,4.5,0.459,0.537,1.5,2.0,0.75,2.2,3.5,5.7,2.4,2.8,0.4,2.0,5.7,15.5,109,114,
10,Collin Murray-Boyles,20,22,4,385,7.4,13.1,0.562,1.5,3.1,0.48,5.9,10.0,0.588,0.619,2.5,4.0,0.625,4.6,4.3,8.9,3.8,1.8,1.0,3.3,6.4,18.8,117,115,
11,Ochai Agbaji,25,19,3,285,4.6,11.7,0.391,0.5,3.9,0.13,4.1,7.8,0.522,0.413,1.7,2.2,0.769,1.7,5.2,6.9,2.5,1.5,0.8,0.8,6.1,11.3,102,115,
12,Jamison Battle,24,17,1,137,8.8,13.0,0.676,4.6,7.7,0.591,4.2,5.3,0.8,0.851,1.4,1.8,0.8,1.1,7.0,8.1,1.4,0.7,0.4,2.1,3.9,23.6,137,116,
13,Jonathan Mogbo,24,11,0,50,5.8,11.6,0.5,0.0,0.0,,5.8,11.6,0.5,0.5,1.0,1.0,1.0,5.8,8.7,14.5,5.8,1.0,2.9,1.0,4.8,12.5,130,111,
14,Garrett Temple,39,5,0,19,2.5,10.1,0.25,2.5,7.6,0.333,0.0,2.5,0.0,0.375,2.5,5.1,0.5,0.0,5.1,5.1,2.5,5.1,2.5,2.5,5.1,10.1,79,105,
15,A.J. Lawson,25,2,0,16,12.1,30.1,0.4,6.0,12.1,0.5,6.0,18.1,0.333,0.5,6.0,6.0,1.0,3.0,12.1,15.1,0.0,0.0,6.0,0.0,15.1,36.2,117,107,
16,Chucky Hepburn,22,2,0,13,0.0,22.2,0.0,0.0,18.5,0.0,0.0,3.7,0.0,0.0,0.0,0.0,,0.0,3.7,3.7,7.4,3.7,0.0,3.7,7.4,0.0,20,112,
17,Alijah Martin,24,2,0,7,0.0,6.9,0.0,0.0,0.0,,0.0,6.9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0,107,
