Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Brandon Ingram,28.0,SF,27,27,924,0,4,81,16,0,-1.2,-10.7,37,29,27,9,62,1,258,16,32,
2.0,Scottie Barnes,24.0,PF,27,27,914,0,0,0,81,19,3.0,3.9,41,8,45,12,49,9,329,11,18,
3.0,Immanuel Quickley,26.0,PG,26,26,840,86,14,0,0,0,1.8,-0.3,30,9,20,2,33,13,373,12,21,
4.0,Jamal Shead,23.0,PG,27,1,539,100,0,0,0,0,7.8,10.0,23,4,24,1,17,21,333,3,17,
5.0,RJ Barrett,25.0,SF,17,17,526,0,58,38,4,0,2.1,0.3,17,3,26,2,44,2,147,12,21,
6.0,Jakob Poeltl,30.0,C,20,20,524,0,0,0,0,100,-0.8,-4.6,14,9,40,8,17,1,101,3,5,
7.0,Sandro Mamukelashvili,26.0,C,26,2,507,0,0,0,1,99,8.1,10.2,9,5,21,3,27,0,107,8,14,
8.0,Gradey Dick,22.0,SG,27,0,425,0,51,46,3,0,8.6,10.0,8,4,17,0,14,2,42,2,10,
9.0,Ja'Kobe Walter,21.0,SG,24,7,395,7,91,3,0,0,-7.1,-13.0,7,3,25,2,8,5,52,2,6,
10.0,Collin Murray-Boyles,20.0,PF,22,4,385,0,0,12,75,13,-2.8,-6.6,14,4,28,3,13,2,78,2,5,
11.0,Ochai Agbaji,25.0,SG,19,3,285,0,86,14,0,0,1.9,0.0,2,2,16,1,6,3,36,1,8,
12.0,Jamison Battle,24.0,SF,17,1,137,0,1,39,57,4,14.0,13.5,4,1,5,0,2,0,9,0,0,
13.0,Jonathan Mogbo,24.0,PF,11,0,50,0,0,0,14,86,-5.2,-7.4,1,0,1,0,1,0,15,1,1,
14.0,Garrett Temple,39.0,SG,5,0,19,0,80,20,0,0,-48.7,-51.4,1,0,1,0,0,0,2,0,1,
15.0,A.J. Lawson,25.0,SG,2,0,16,0,36,51,13,0,-22.6,-24.8,0,0,2,0,0,0,0,0,1,
16.0,Chucky Hepburn,22.0,PG,2,0,13,100,0,0,0,0,-64.0,-66.5,1,0,2,0,0,0,5,0,0,
17.0,Alijah Martin,24.0,SG,2,0,7,0,100,0,0,0,45.5,43.7,0,0,0,0,0,0,0,0,0,
,Team Totals,,,27,27,6506,20,20,20,20,20,1.9,-0.3,209,81,300,43,293,59,1887,73,160,
