Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Brandon Ingram,28.0,SF,27,27,924,15.1,0.565,0.271,0.288,2.3,16.6,9.5,17.2,1.2,1.6,14.0,27.7,-0.1,1.1,1.0,0.051,-0.2,-0.9,-1.1,0.2,
2.0,Scottie Barnes,24.0,PF,27,27,914,20.0,0.586,0.24,0.242,7.1,19.1,13.1,23.4,2.0,4.8,12.9,24.1,1.3,1.5,2.9,0.15,2.2,2.2,4.4,1.5,
3.0,Immanuel Quickley,26.0,PG,26,26,840,16.1,0.592,0.523,0.195,1.5,13.1,7.3,26.9,1.8,0.1,11.5,20.6,1.3,0.9,2.2,0.126,1.6,0.2,1.8,0.8,
4.0,Jamal Shead,23.0,PG,27,1,539,13.3,0.506,0.55,0.285,2.5,8.0,5.3,34.1,2.9,0.6,15.4,15.8,0.6,0.7,1.3,0.112,-0.8,0.9,0.1,0.3,
5.0,RJ Barrett,25.0,SF,17,17,526,17.6,0.604,0.367,0.338,2.6,14.8,8.7,18.3,1.3,0.8,8.7,24.0,0.9,0.6,1.5,0.134,1.4,-0.7,0.6,0.4,
6.0,Jakob Poeltl,30.0,C,20,20,524,16.4,0.689,0.0,0.373,12.3,21.8,17.1,11.8,1.5,2.1,17.9,14.4,0.9,0.8,1.7,0.157,-0.7,1.1,0.4,0.3,
7.0,Sandro Mamukelashvili,26.0,C,26,2,507,17.3,0.617,0.397,0.272,8.1,17.3,12.7,12.0,1.4,2.7,9.6,19.0,0.9,0.7,1.6,0.15,1.4,0.1,1.5,0.4,
8.0,Gradey Dick,22.0,SG,27,0,425,10.1,0.54,0.545,0.273,2.7,11.0,6.9,5.3,2.0,0.5,8.0,17.3,0.1,0.5,0.5,0.062,-3.2,-0.4,-3.5,-0.2,
9.0,Ja'Kobe Walter,21.0,SG,24,7,395,9.3,0.557,0.654,0.15,5.2,8.2,6.7,6.5,2.8,0.8,12.3,13.9,0.1,0.5,0.6,0.07,-3.0,1.1,-1.9,0.0,
10.0,Collin Murray-Boyles,20.0,PF,22,4,385,13.1,0.63,0.238,0.305,10.9,9.8,10.4,10.6,1.8,2.1,17.9,16.0,0.4,0.4,0.8,0.102,-1.4,0.2,-1.3,0.1,
11.0,Ochai Agbaji,25.0,SG,19,3,285,6.4,0.448,0.333,0.188,4.0,12.1,8.1,6.6,1.5,1.7,6.3,11.8,-0.1,0.3,0.2,0.041,-5.4,0.4,-5.1,-0.2,
12.0,Jamison Battle,24.0,SF,17,1,137,15.6,0.855,0.595,0.135,2.5,16.2,9.4,4.1,0.7,0.7,13.3,14.0,0.3,0.1,0.4,0.146,1.9,-0.3,1.6,0.1,
13.0,Jonathan Mogbo,24.0,PF,11,0,50,15.4,0.523,0.0,0.083,13.6,20.0,16.8,15.6,1.0,5.9,7.4,11.4,0.1,0.1,0.2,0.158,0.3,1.5,1.8,0.0,
14.0,Garrett Temple,39.0,SG,5,0,19,7.0,0.41,0.75,0.5,0.0,11.7,5.9,6.3,5.1,5.2,17.0,13.1,0.0,0.0,0.0,0.012,-6.3,4.1,-2.2,0.0,
15.0,A.J. Lawson,25.0,SG,2,0,16,19.2,0.551,0.4,0.2,7.1,27.8,17.5,0.0,0.0,12.4,0.0,28.8,0.0,0.0,0.1,0.164,0.3,2.3,2.6,0.0,
16.0,Chucky Hepburn,22.0,PG,2,0,13,-13.5,0.0,0.833,0.0,0.0,8.5,4.3,17.3,3.7,0.0,14.3,22.8,-0.1,0.0,-0.1,-0.437,-20.9,-2.9,-23.8,-0.1,
17.0,Alijah Martin,24.0,SG,2,0,7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,6.0,0.0,0.0,0.0,-0.05,-8.9,4.2,-4.7,0.0,
,Team Totals,,,27,27,6506,,0.583,0.363,0.262,,,,,,,,,6.5,8.3,14.8,0.109,-0.1,0.4,0.3,3.7,
